intensidad,ocupacion
6.003509,0.7122807
8.491228,1.059649
8.585965,1.066667
8.824561,1.021053
8.501755,1.017544
7.982456,0.9438596
7.975439,0.8736842
8.214035,0.968421
8.192983,0.9473684
7.05614,0.7438596
6.884211,0.7473684
6.814035,0.7473684
6.203509,0.6210526
6.501754,0.7087719
5.996491,0.6070175
5.4,0.5122807
5.596491,0.6807017
5.22807,0.508772
4.645614,0.3403509
4.701755,0.3929825
4.614035,0.4070175
4.396491,0.4736842
3.97193,0.2631579
3.701754,0.322807
3.452631,0.2350877
3.449123,0.2596491
3.463158,0.245614
3.547369,0.2140351
3.48421,0.2280702
3.084211,0.2596491
2.996491,0.2
2.736842,0.2105263
2.691228,0.1403509
2.726316,0.2561404
2.536842,0.2701754
2.421053,0.1614035
2.680702,0.1508772
2.37193,0.1403509
2.592983,0.1578947
2.624561,0.1649123
2.417544,0.1403509
2.305263,0.09122807
2.22807,0.1017544
2.224561,0.9719298
2.185965,0.4210526
2.45614,0.4105263
1.842105,0.6842105
2.133333,0.3964912
2.017544,0.1052632
2.242105,0.1473684
2.270175,0.1894737
2.382456,0.2842105
2.164912,0.4105263
2.421053,0.3017544
2.273684,0.3298246
2.445614,0.5052631
2.323843,0.5053381
2.430605,0.3701068
2.476868,0.3985765
2.266904,0.4911032
2.366548,0.4448399
2.459649,0.4421053
2.512281,0.4631579
2.298246,0.3508772
2.435088,0.554386
2.607018,0.3368421
2.935943,0.6049822
3.281139,0.5266904
3.352313,0.3772242
3.494662,0.3131673
3.797153,0.4519573
3.483986,0.2989324
3.44484,0.2669039
3.391459,0.3807829
3.792982,0.5333334
4.105263,0.5192983
4.161972,0.6091549
4.028268,0.590106
4.654804,0.5302491
4.922262,0.6042403
5.246479,0.5739437
6.070176,1.017544
5.566901,0.8450704
5.637324,0.5704225
4.947369,0.6245614
4.663158,0.5368421
5.859649,0.7649123
6.37193,0.7649123
6.775439,0.8877193
7.014035,0.9543859
7.754386,1.077193
8.582457,1.231579
8.554386,1.210526
8.769784,1.244604
8.666667,1.210526
8.396491,1.189474
7.063158,0.9754386
7.098246,1.11579
7.891228,1.34386
7.568421,1.245614
7.691228,1.491228
8.936842,1.670175
8.214035,1.666667
8.933333,1.659649
9.708772,1.719298
9.936842,1.929825
10.32632,1.88421
10.19649,1.912281
9.691228,2.908772
9.947369,3.042105
10.09123,3.073684
10.87719,2.326316
10.97544,2.115789
11.01754,1.975439
11.44211,2.17193
11.93684,2.508772
11.85263,2.403509
12.17895,2.277193
13.60702,2.929825
13.36842,2.750877
13.5614,2.849123
13.90175,2.814035
12.68421,3.459649
13.67368,4.112281
14.23592,4.411972
14.93684,4.438597
15.80702,4.37193
