intensidad,ocupacion
2.995968,0.4919355
1.699588,0.127572
1.572016,0.09465021
1.707819,0.08641975
1.44856,0.2716049
1.296296,0.2839506
1.345679,0.1646091
1.226337,0.1769547
1.164609,0.1028807
1.102881,0.127572
1.016736,0.1213389
1.020921,0.1297071
0.9623431,0.05857741
0.6527197,0.0376569
0.790795,0.2761506
0.6359833,0.0669456
0.6401674,0.2803347
0.8912134,0.1213389
0.8075314,0.1129707
0.6150628,0.4476987
0.6987448,0.3012552
0.6987448,0.1213389
0.8577406,0.07949791
0.7154812,0.0292887
0.5102881,0.04526749
0.6049383,0.04938272
0.7901235,0.1234568
0.5555556,0.1028807
0.5802469,0.09053498
0.6707819,0.08641975
0.5720165,0.3827161
0.6419753,0.1481481
0.7736626,0.3580247
0.5144033,0.0781893
0.8353909,0.1234568
0.6296296,0.06995885
0.9711934,0.2962963
0.7942387,0.2139918
0.473251,0.03703704
0.5555556,1.148148
0.5555556,1.255144
0.6049383,0.3168724
0.7078189,0.03292181
0.6625515,0.06995885
0.8683128,0.2427984
0.962963,0.2057613
0.6748971,0.5185185
0.7489712,0.1769547
0.909465,0.1728395
0.81893,0.2469136
0.8518519,0.3168724
0.9300411,0.4444444
0.9382716,0.1399177
0.8888889,0.04115226
1.102881,0.1687243
1.489712,0.2304527
1.209877,0.1111111
1.234568,0.3415638
1.580247,0.5514404
1.36214,0.5967078
1.205761,0.4691358
1.259259,0.3292181
1.798354,0.5720165
1.823045,0.2962963
2.127572,0.3868313
2.851852,0.3950617
3.358025,0.5720165
3.633745,0.6707819
4.148148,0.6790124
4.790123,0.7242798
4.757202,0.5802469
5.555555,0.8477366
5.930328,0.8893443
6.337449,1.078189
6.607438,1.132231
7.559671,1.415638
8.795918,1.877551
9.036586,1.52439
10.34553,2.174797
12.26613,2.524194
14.83468,2.745968
16.53815,3.236948
17.948,4.124
19.084,3.944
18.824,3.84
18.784,3.536
21.80478,4.370518
23.99203,4.784861
27.00797,5.816733
29.88845,7.629482
33.33466,8.553785
36.66932,8.976095
39.44223,10.52191
42.23904,11.32669
43.14741,11.47809
44.02789,12.00797
44.41833,12.43028
42.59761,11.62948
41.56574,11.50996
41.5737,11.85657
38.85658,11.21514
39.32669,10.55379
38.33068,10.86853
37.55378,10.59761
38.1235,10.1753
40,10.63347
39.88845,10.251
38.14342,10.05578
37.35857,9.326694
35.89642,9.103585
35.68127,9.290836
37.4741,9.912351
34.50199,9.290836
33.27888,8.446215
32.50996,8.370518
31.21457,8.218623
30.57085,7.935223
30.79757,7.246964
30.9919,7.518219
30.11336,7.040486
29.44534,7.834008
28.15385,6.481781
27.23077,6.477733
29.19838,7.093117
27.46888,6.672199
27.48988,6.712551
27.80972,6.890688
28.96356,6.777328
28.72874,6.906883
28.55061,7.032389
28.55061,6.935223
29.07692,7.149797
28.61134,6.785425
29.05263,6.91498
28.25498,6.928287
28.38247,7.059761
30.3745,7.832669
30.58964,7.298805
29.99203,7.394423
31.41036,7.749004
31.33466,8.689243
31.58167,8.585657
31.50199,7.661355
32.71315,8.087649
30.67331,7.537848
31.76494,7.884462
31.50598,7.689243
30.51793,7.14741
31.84462,8.011952
32.43825,7.948207
31.10612,7.787755
31.90438,8.179283
32.66932,8.498008
32.75299,8.549801
33.43028,8.756972
33.36255,8.912351
33.48606,8.450199
31.76096,8.027888
34.85658,8.87251
34.99602,8.87251
34.98008,9.163346
36.82072,9.390438
35.71713,9.171315
35.74502,9.358565
36.64542,9.960159
38.51793,10.31872
38.18327,10.10757
37.32669,9.474104
37.749,9.661355
38.67729,10.24303
43.47012,12.01992
46.01992,13.58566
45.78088,14.72908
46.52988,16.1992
44.90438,15.75697
44.44622,15.75299
45.58964,16.74104
45.89243,16.25498
45.80877,15.72112
45.40638,15.31076
43.15538,14.75299
42.58566,14.81673
43.17131,14.37849
42.55777,14.00797
40.76892,12.88048
40.05179,12.55379
38.84064,11.41036
35.55378,9.888446
33.92829,8.964144
33.17928,8.207171
33.05179,8.314741
30.4741,7.378486
28.749,6.697211
26.82072,6.434263
26.68526,6.250996
27.61355,6.23506
27.31076,6.079681
26.49801,6.031872
26.66932,5.992032
26.36653,6.131474
27.16335,6.36255
29.42629,6.816733
29.30677,6.541832
28.10757,6.525897
27.66135,6.537848
27.50199,6.414342
28.81275,6.501992
28.90837,6.968128
28.33068,6.808765
27.27092,6.470119
28.31076,6.844622
28.88845,7.14741
28.18725,6.430279
28.56972,6.776893
28.92032,7.011952
29.15139,7.079681
29.4502,6.836653
29.43825,6.904383
30.33865,7.266932
29.8008,7.067729
30.52191,7.430279
30.27888,6.936255
28.51394,6.625498
29.9004,6.876494
29.68924,6.928287
29.24303,6.976096
29.81673,6.589642
28.80162,6.65587
27.79352,6.149797
28.54582,6.38247
28.96813,7.059761
29.56175,6.984064
29.98008,7.569721
29.38247,7.573705
28.62151,6.908367
28.60558,6.681275
28.21115,6.366534
26.89641,6.38247
27.99203,6.438247
27.44621,6.7251
26.31076,6.223107
26.93625,5.960159
28.52988,6.442231
27.98406,6.613546
28.5498,6.123506
28.47012,6.609562
26.75697,6.199203
26.21053,5.635628
27.62753,5.80162
26.0239,5.904383
26.33466,5.908367
26.99602,6.027888
25.76494,5.61753
24.88845,5.191235
25.64143,5.374502
26.79681,5.438247
25.05179,4.661355
24.41434,4.904383
23.08898,4.59322
21.34914,3.926724
20.77586,3.956897
20.6681,4.159483
19.38362,3.737069
19.14108,3.307054
19.50202,4.202429
18.44534,3.635628
18.98374,3.682927
19.85772,3.910569
19.66397,3.54251
20.30279,4.055777
21.31474,4.195219
20.43426,4.191235
22.1753,4.318725
23.83267,4.924303
24.08765,5.059761
20.95617,3.932271
19.0996,3.661355
14.73307,2.693227
12.95219,2.462151
11.16335,2.015936
9.075697,1.601594
6.94,0.968
6.268,0.812
5.248,0.74
4.64257,0.6345382
4.216867,0.5421687
3.590361,0.6586345
3.21371,0.4959677
