time,intensidad,ocupacion
00:01:00,1.56087,0.126087
00:06:00,1.417778,0.12
00:11:00,1.444444,0.1022222
00:16:00,1.257778,0.1022222
00:21:00,1.173333,0.04
00:26:00,1.044444,0.05333333
00:31:00,0.7555556,0.02222222
00:36:00,0.6666667,0.03111111
00:41:00,0.6844444,0.1066667
00:46:00,0.4888889,0.01777778
00:51:00,0.4933333,0.0
00:56:00,0.5155556,0.0
01:01:00,0.5733333,0.03555556
01:06:00,0.5466667,0.04
01:11:00,0.76,0.1155556
01:16:00,0.5911111,0.01333333
01:21:00,0.5866666,0.06222222
01:26:00,0.4177778,0.04888889
01:31:00,0.5466667,0.1688889
01:36:00,0.5333334,0.04444445
01:41:00,0.6711111,0.12
01:46:00,0.7244444,0.07555556
01:51:00,0.5777778,0.01333333
01:56:00,0.6444445,0.01777778
02:01:00,0.5111111,0.004444445
02:06:00,0.7066666,0.1911111
02:11:00,0.4177778,0.05777778
02:16:00,0.7111111,0.02222222
02:21:00,0.6977777,0.1422222
02:26:00,0.4311111,0.08888889
02:31:00,0.4133333,0.03111111
02:36:00,0.4355555,0.09333333
02:41:00,0.4888889,0.01777778
02:46:00,0.5644444,0.02666667
02:51:00,0.5688889,0.008888889
02:56:00,0.6533333,0.1066667
03:01:00,0.5555556,0.08888889
03:06:00,0.5644444,0.04
03:11:00,0.4444444,0.01333333
03:16:00,0.4711111,0.2311111
03:21:00,0.4088889,0.05333333
03:26:00,0.48,0.01333333
03:31:00,0.5333334,0.004444445
03:36:00,0.5955555,0.008888889
03:41:00,0.8,0.1155556
03:46:00,0.72,0.08444444
03:51:00,0.8311111,0.1422222
03:56:00,0.72,0.1777778
04:01:00,0.8622222,0.07111111
04:06:00,0.84,0.2177778
04:11:00,0.8711111,0.32
04:16:00,0.5945946,0.02252252
04:21:00,0.8177778,0.02666667
04:26:00,0.88,0.04888889
04:31:00,1.088889,0.09777778
04:36:00,1.053333,0.08888889
04:41:00,1.022222,0.06222222
04:46:00,1.368889,0.1244444
04:51:00,1.444444,0.16
04:56:00,1.253333,0.1377778
05:01:00,1.88,0.1911111
05:06:00,1.631111,0.1111111
05:11:00,1.76,0.1066667
05:16:00,1.737778,0.1377778
05:21:00,2.124444,0.1733333
05:26:00,2.426667,0.3911111
05:31:00,3.333333,0.3688889
05:36:00,3.471111,0.4044445
05:41:00,4.613333,0.56
05:46:00,4.795556,0.8444445
05:51:00,4.973333,0.6266667
05:56:00,5.533333,0.7866667
06:01:00,5.678261,0.973913
06:06:00,5.978724,0.8595745
06:11:00,6.880342,1.145299
06:16:00,7.965958,1.417021
06:21:00,8.821277,1.395745
06:26:00,10.10593,1.70339
06:31:00,11.21008,2.021008
06:36:00,12.73418,2.548523
06:41:00,15.77406,3.267782
06:46:00,17.38912,3.242678
06:51:00,18.30833,3.616667
06:56:00,19.52083,3.895833
07:01:00,19.79583,3.966667
07:06:00,19.99167,4.175
07:11:00,23.14583,4.8125
07:16:00,25.57917,5.729167
07:21:00,27.45833,6.041667
07:26:00,30.8125,7.8375
07:31:00,34.01667,9.075
07:36:00,35.67916,9.645833
07:41:00,39.22083,11.3
07:46:00,41.8875,11.57917
07:51:00,42.82084,12.4625
07:56:00,42.75417,14.55
08:01:00,41.97917,13.92917
08:06:00,41.70833,14.175
08:11:00,40.22917,13.5625
08:16:00,38.09583,13.3875
08:21:00,38.48333,13.85833
08:26:00,40.13502,11.98734
08:31:00,40.37553,12.20675
08:36:00,39.32773,12.14286
08:41:00,38.61765,11.79412
08:46:00,41.62656,13.60166
08:51:00,41.71784,12.60581
08:56:00,41.05809,12.09129
09:01:00,40.32365,11.56432
09:06:00,38.29876,10.91286
09:11:00,38.83403,10.95021
09:16:00,39.5,11.05882
09:21:00,37.35294,10.78992
09:26:00,35.40756,9.760504
09:31:00,35.44958,9.420168
09:36:00,33.70168,10.07563
