time,intensidad,ocupacion
00:01:00,9.854093,1.594306
00:06:00,12.9278,2.281589
00:11:00,13.24,2.28
00:16:00,14.02527,2.277978
00:21:00,14.2852,2.494585
00:26:00,14.09386,2.317689
00:31:00,13.98905,2.149635
00:36:00,13.76364,2.090909
00:41:00,13.60364,2.08
00:46:00,11.81091,1.6
00:51:00,12.04,1.96
00:56:00,11.27273,1.694546
01:01:00,10.92,1.52
01:06:00,10.59206,1.498195
01:11:00,9.803637,1.301818
01:16:00,9.505415,1.292419
01:21:00,9.563177,1.212996
01:26:00,8.884477,1.231047
01:31:00,8.563177,1.054152
01:36:00,8.8,1.210909
01:41:00,8.148014,1.061372
01:46:00,7.018248,0.8722628
01:51:00,7.480145,1.0
01:56:00,6.895307,0.7797834
02:01:00,6.862816,0.7545126
02:06:00,6.797834,0.7400722
02:11:00,6.814546,1.036364
02:16:00,6.537906,0.7978339
02:21:00,6.512635,0.66787
02:26:00,6.368231,0.6498195
02:31:00,6.509025,0.8736462
02:36:00,5.888087,0.7617329
02:41:00,5.642599,0.5920578
02:46:00,5.747293,0.5415162
02:51:00,5.436823,0.7436823
02:56:00,5.33935,0.5487365
03:01:00,5.166065,0.4765343
03:06:00,4.812274,0.4512635
03:11:00,5.386281,0.5595668
03:16:00,5.310469,0.566787
03:21:00,5.34657,0.5848376
03:26:00,5.66426,0.6606498
03:31:00,5.169675,0.4945848
03:36:00,4.574007,0.3862816
03:41:00,5.36,0.5236363
03:46:00,5.075812,0.5487365
03:51:00,4.638989,0.4729242
03:56:00,4.624549,0.6245487
04:01:00,5.014441,0.5270758
04:06:00,4.689531,0.4187725
04:11:00,4.891697,0.6750903
04:16:00,4.830325,0.4476534
04:21:00,4.718411,0.4909747
04:26:00,4.588448,0.3862816
04:31:00,4.761733,0.3862816
04:36:00,5.281589,0.5270758
04:41:00,5.501805,0.5018051
04:46:00,4.898917,0.534296
04:51:00,5.205776,0.5162455
04:56:00,5.52,0.5127273
05:01:00,5.693141,0.5884476
05:06:00,6.306859,0.8483754
05:11:00,7.166065,0.9241877
05:16:00,7.433213,1.021661
05:21:00,7.043321,0.8808664
05:26:00,7.436823,1.01444
05:31:00,6.537906,0.7797834
05:36:00,5.65343,0.7292418
05:41:00,5.577617,0.5884476
05:46:00,5.306859,0.5740072
05:51:00,4.953069,0.534296
05:56:00,4.711191,0.3862816
06:01:00,4.866426,0.5090253
06:06:00,5.229391,0.5519713
06:11:00,4.782609,0.5
06:16:00,4.892857,0.4321429
06:21:00,4.935714,0.4892857
06:26:00,4.803571,0.4714286
06:31:00,4.571429,0.5107143
06:36:00,5.090909,0.6218182
06:41:00,5.59058,0.6847826
06:46:00,6.039855,0.8260869
06:51:00,5.835766,0.7992701
06:56:00,5.847826,0.7318841
