time,intensidad,ocupacion
00:01:00,1.52093,0.0883721
00:06:00,1.228972,0.1542056
00:11:00,1.649533,0.09813084
00:16:00,1.476635,0.1168224
00:21:00,1.280374,0.09345794
00:26:00,1.009346,0.1214953
00:31:00,0.817757,0.02803738
00:36:00,1.037383,0.05140187
00:41:00,1.275701,0.06542056
00:46:00,0.9158878,0.1214953
00:51:00,0.9813084,0.1168224
00:56:00,0.7897196,0.02803738
01:01:00,0.9112149,0.05140187
01:06:00,0.7757009,0.03738318
01:11:00,0.8831776,0.08411215
01:16:00,0.9252337,0.05607476
01:21:00,1.084112,0.08411215
01:26:00,0.8925233,0.07943925
01:31:00,0.864486,0.05607476
01:36:00,0.9672897,0.1168224
01:41:00,0.635514,0.02336449
01:46:00,0.771028,0.02336449
01:51:00,0.7757009,0.05140187
01:56:00,0.6401869,0.03738318
02:01:00,0.635514,0.03738318
02:06:00,0.7523364,0.1308411
02:11:00,0.7056075,0.02803738
02:16:00,0.635514,0.02336449
02:21:00,0.6121495,0.07009346
02:26:00,0.6168224,0.1168224
02:31:00,0.8364486,0.04672897
02:36:00,0.7850468,0.04205608
02:41:00,0.6775701,0.07009346
02:46:00,0.6074767,0.1168224
02:51:00,0.8598131,0.1261682
02:56:00,0.7803738,0.1308411
03:01:00,0.7149532,0.1214953
03:06:00,0.7149532,0.03738318
03:11:00,0.7242991,0.05140187
03:16:00,0.7570093,0.05140187
03:21:00,0.9579439,0.07943925
03:26:00,0.8364486,0.04672897
03:31:00,0.8317757,0.08411215
03:36:00,1.014019,0.2102804
03:41:00,0.9953271,0.1261682
03:46:00,1.018692,0.1261682
03:51:00,0.7757009,0.1168224
03:56:00,1.172897,0.2196262
04:01:00,1.154206,0.1775701
04:06:00,0.9018692,0.07009346
04:11:00,1.051402,0.06542056
04:16:00,1.182243,0.08411215
04:21:00,1.112149,0.2336449
04:26:00,1.17757,0.07943925
04:31:00,1.345794,0.06542056
04:36:00,1.411215,0.1168224
04:41:00,1.719626,0.1401869
04:46:00,1.808411,0.1728972
04:51:00,1.761682,0.2336449
04:56:00,1.640187,0.2196262
05:01:00,1.518692,0.1635514
05:06:00,1.560748,0.3738318
05:11:00,2.168224,0.2383178
05:16:00,1.78972,0.2757009
05:21:00,1.957944,0.2009346
05:26:00,2.378505,0.3271028
05:31:00,3.0,0.4766355
05:36:00,3.490654,0.3785047
05:41:00,3.985981,0.546729
05:46:00,4.630841,0.9859813
05:51:00,5.476635,0.7056075
05:56:00,5.752337,0.9672897
06:01:00,5.408257,0.8302752
06:06:00,5.788018,0.9447005
06:11:00,7.0,1.367442
06:16:00,8.274419,1.511628
06:21:00,8.688073,1.568807
06:26:00,9.680366,1.630137
06:31:00,10.74545,2.059091
06:36:00,12.1036,2.387387
06:41:00,15.69955,3.008969
06:46:00,16.72322,3.334821
06:51:00,17.31697,3.348214
06:56:00,19.63839,3.714286
07:01:00,18.55803,3.705357
07:06:00,18.8125,3.633929
07:11:00,21.96428,4.428571
07:16:00,25.23111,5.804444
07:21:00,27.61778,6.022222
07:26:00,30.05333,6.595556
07:31:00,32.57778,7.933333
07:36:00,35.72889,8.568889
07:41:00,38.27555,9.533334
07:46:00,42.71111,10.96
07:51:00,43.99111,11.06667
07:56:00,45.70667,11.65778
08:01:00,43.01778,10.76
08:06:00,40.96491,11.41228
08:11:00,42.14035,11.61403
08:16:00,40.61404,10.69737
08:21:00,39.13158,10.5307
08:26:00,39.42544,10.30702
08:31:00,37.95614,10.22807
08:36:00,38.23246,10.27193
08:41:00,37.74561,10.28509
08:46:00,39.38158,11.46491
08:51:00,39.01754,10.5614
08:56:00,36.70614,8.916667
09:01:00,36.19298,8.464912
09:06:00,34.59211,8.723684
09:11:00,34.67544,8.307017
09:16:00,35.10526,8.219298
09:21:00,33.62719,8.026316
09:26:00,32.76316,7.666667
09:31:00,31.67544,7.280702
09:36:00,30.7807,7.429824
09:41:00,29.90789,6.877193
09:46:00,28.74123,6.925438
09:51:00,29.41228,7.714912
09:56:00,28.26754,6.43421
10:01:00,28.00877,6.605263
10:06:00,26.7807,6.206141
10:11:00,25.24561,6.026316
10:16:00,27.3114,6.407895
10:21:00,26.62281,6.105263
10:26:00,25.96053,5.789474
10:31:00,27.40789,6.52193
10:36:00,27.24123,6.662281
10:41:00,26.37719,6.75
10:46:00,27.35088,6.508772
10:51:00,28.79825,6.916667
10:56:00,27.36403,6.842105
11:01:00,27.19737,6.473684
11:06:00,28.19737,6.657895
11:11:00,28.04386,6.530702
11:16:00,28.36842,7.188597
11:21:00,29.42982,7.074562
11:26:00,28.57895,7.074562
11:31:00,28.57895,7.074562
11:36:00,29.01316,7.057017
11:41:00,29.54386,7.131579
11:46:00,29.65351,7.425438
11:51:00,29.85965,7.013158
11:56:00,30.08333,7.368421
12:01:00,30.78509,7.557017
12:06:00,28.67105,7.491228
12:11:00,29.59649,7.447369
12:16:00,29.78947,7.333333
12:21:00,29.67857,6.852679
12:26:00,31.78572,7.464286
12:31:00,31.5625,7.424107
12:36:00,30.88839,7.25
12:41:00,31.75439,7.776316
12:46:00,31.40789,8.328947
12:51:00,31.44298,7.951755
12:56:00,31.27193,7.346491
13:01:00,32.5,7.964912
13:06:00,32.03947,7.776316
13:11:00,32.4693,7.644737
13:16:00,34.10526,8.087719
13:21:00,33.99123,8.307017
13:26:00,35.52839,8.860262
13:31:00,35.61135,8.475983
13:36:00,34.8428,8.79476
13:41:00,35.10044,8.296944
13:46:00,35.74672,9.244541
13:51:00,37.23144,9.676856
13:56:00,37.869,9.545852
14:01:00,36.69737,9.030702
14:06:00,36.56579,9.407895
14:11:00,37.66667,9.127193
14:16:00,42.82895,11.32018
14:21:00,46.07895,13.5
14:26:00,45.35088,14.11842
14:31:00,46.86842,15.63597
14:36:00,45.2807,14.14035
14:41:00,44.52632,14.34649
14:46:00,46.08772,14.33772
14:51:00,45.32895,15.00439
14:56:00,44.40351,14.30263
15:01:00,44.4375,13.64286
15:06:00,41.81696,11.60714
15:11:00,41.625,12.03571
15:16:00,42.62946,12.30804
15:21:00,44.58482,13.625
