intensidad,ocupacion
13.18403,2.711806
12.56584,1.978648
12.24739,1.888502
12.17422,1.780488
12.31707,1.961672
12.16028,1.912892
11.61324,1.794425
11.12892,1.749129
10.91638,1.571429
10.94077,1.606272
10.29965,1.578397
9.867596,1.310104
9.895471,1.439024
8.926316,1.294737
8.933798,1.491289
8.745583,1.091873
8.28223,1.369338
7.30662,0.8989547
6.898955,0.9094077
6.860627,0.7944251
6.606272,0.7421603
6.652632,0.6842105
6.487805,0.7456446
6.271777,0.8675958
6.045296,0.7142857
5.38676,0.6759582
5.470383,0.6445993
5.505227,0.5679442
5.607018,0.7157895
5.341464,0.6864111
5.376307,0.6724738
5.010453,0.543554
5.146341,0.6515679
4.777003,0.6027874
4.355401,0.5261324
4.324042,0.4912892
4.354386,0.3614035
4.222997,0.3972125
4.163763,0.3344948
3.993031,0.533101
3.489437,0.2746479
3.830986,0.3309859
4.144366,0.3591549
3.767606,0.2887324
4.088028,0.3521127
3.788732,0.3591549
3.651408,0.3028169
3.820423,0.278169
3.211268,0.2922535
3.400709,0.3475177
3.196429,0.1821429
3.566901,0.306338
3.285211,0.443662
3.637324,0.3274648
3.088028,0.2676056
3.112676,0.3098592
3.40493,0.2992958
3.158451,0.3133803
2.915493,0.2042253
2.795775,0.165493
2.843206,0.2682927
3.250871,0.3937282
3.41115,0.2473868
2.923345,0.1881533
3.240418,0.2996516
3.254355,0.3484321
2.898955,0.184669
3.30662,0.2926829
3.376307,0.2787457
3.247387,0.271777
3.710801,0.2961673
3.745645,0.4668989
3.648084,0.28223
3.853658,0.4668989
3.926829,0.4285714
4.108014,0.3449477
3.8223,0.3972125
4.433099,0.4471831
4.650177,0.3992933
4.508834,0.4911661
4.816255,0.4734982
4.689046,0.4558304
4.908127,0.5194346
4.716312,0.606383
4.755319,0.5106383
4.723404,0.5425532
5.24735,0.5795053
5.312057,0.6170213
5.606383,0.6595744
5.404255,0.8865248
6.441696,0.8798587
6.560284,0.9113475
6.875886,0.9609929
6.492908,1.092199
5.978724,1.14539
6.275619,1.985866
5.835088,2.501754
5.958042,3.006993
6.412588,3.115385
6.425087,3.059233
6.261324,3.445993
6.458333,3.760417
6.482639,3.774306
7.077193,4.122807
7.525951,5.692041
7.480969,7.740484
7.847751,9.269897
7.714286,7.080139
7.536585,6.066202
8.270833,5.475695
8.336843,3.498246
9,2.792982
9.014035,3.810526
9.239436,3.859155
9.355634,5.426056
9.503496,5.933567
10.2972,6.776224
10.81625,8.530035
11.40559,7.856643
11.38163,5.621908
11.27209,5.74205
11.38811,5.636364
11.80634,4.700704
12.25,4.940972
13.79859,3.844523
13.25263,3.312281
13.45614,3.389474
14.03158,3.578947
14.01053,4.329824
14.62105,3.985965
15.4306,4.032029
15.76512,4.580071
15.72242,4.839858
16.13523,4.629893
15.87279,4.533569
16.07421,3.954064
16.95374,4
17.00702,4.168421
17.47719,4.231579
18.9579,3.919298
18.73684,3.950877
18.52281,4.308772
19.50526,4.452631
20.27719,4.694737
20.10176,4.929824
19.48421,4.835088
20.28819,5.715278
19.90625,5.28125
21.37847,5.15625
21.44444,5.270833
20.76056,4.911972
21.44097,5.552083
21.82639,5.229167
21.89931,5.215278
22.40972,5.552083
22.79861,5.638889
22.17708,5.329861
21.79514,5.413195
22.46181,5.743055
23.15917,5.968858
23.01399,5.479021
24.08997,6.048443
23.33218,5.688581
23.78694,8.19244
24.25773,9.065292
23.67698,8.817869
23.54296,8.467354
22.81787,7.013746
23.20962,7.453608
22.35739,6.924398
23.01384,6.851211
23.3737,5.858131
22.71972,5.719723
23.6955,5.750865
22.19723,5.33564
20.37024,4.885813
20.38754,5.058824
18.98955,4.491289
18.12111,4.114187
17.04138,4.544827
16.26552,5.048276
15.26736,4.642361
14.72759,4.065517
15.6931,4.168965
14.54138,4.248276
14.42759,4.248276
13.72125,3.045296
13.61888,3.160839
13.58042,4.017482
13.56738,4.609929
14.55594,4.104895
14.42606,3.390845
14.3156,2.957447
15.02448,3.234266
15.20069,3.747405
15.86159,4.307959
16.76389,5.46875
17.17361,5.840278
17.18339,6.709342
17.12111,7.84083
16.85467,7.816609
18.57931,8.22069
18.42759,8.689655
19.25087,7.61324
19.43902,7.243902
20.02448,5.412588
19.65263,4.77193
20.41404,5.010526
21.54737,6.150877
20.63763,7.421603
21.03484,7.191638
22.03147,7.58042
22.0386,5.97193
22.9539,6.244681
22.5493,9.091549
23.02473,8.625442
22.17606,8.130281
22.64789,8.570422
22.81206,7.397163
22.36332,7.581315
24.94158,7.450172
25.27083,6.590278
24.875,6.409722
26.21181,6.326389
26.10764,6.184028
25.71875,5.986111
27.51389,7.107639
26.74138,7.32069
26.72509,6.986254
26.33677,7.24055
28.82131,8.639175
27.8931,7.758621
28.44599,6.61324
29.64112,7.696864
28.28374,7.128028
29.32292,7.201389
28.71528,6.40625
26.41319,6.204861
28.17361,6.090278
27.14583,5.864583
25.67014,5.385417
25.14236,5.152778
24.52431,5.402778
23.48264,5.166667
23.15625,5.09375
22.77778,4.71875
21.71528,4.447917
20.73171,4.080139
20.22378,3.996504
19.43706,3.727273
18.32867,3.328671
17.25784,3.334495
15.99303,2.857143
14.56537,2.498233
13.92683,2.379791
13.90941,2.174216
13.23693,2.080139
12.53846,2.048951
11.6958,1.926573
11.01053,1.849123
10.58451,1.556338
9.740351,1.607018
9.852113,1.577465
9.93662,1.454225
