intensidad,ocupacion
1.436937,0.1171171
1.393013,0.139738
1.358079,0.08296943
1.426667,0.06666667
1.2,0.05777778
1.057778,0.1911111
0.8177778,0.28
0.7511111,0.01333333
0.7777778,0.01777778
0.6,0.01333333
0.7733333,0.03111111
0.7955555,0.04444445
0.6488889,0.08
0.6622222,0.1644444
0.6088889,0.02222222
0.7377778,0.1288889
0.5377778,0.07555556
0.6044444,0.04444445
0.5644444,0.05777778
0.4711111,0.004444445
0.5466667,0.02222222
0.4488889,0
0.5555556,0.05777778
0.7244444,0.08444444
0.5333334,0.06222222
0.8133333,0.1555556
0.6637555,0.09170306
0.5371179,0.05676856
0.558952,0.02620087
0.4978166,0.1091703
0.7467249,0.1048035
1.026201,0.2489083
0.7074236,0.1834061
0.9344978,0.5152838
0.838428,0.06113537
0.7554585,0.1048035
0.6681223,0.069869
0.441048,0
0.4759825,0.04366812
0.419214,0.008733625
0.4497817,0.008733625
0.4934498,0.05240175
0.558952,0.06113537
0.7598253,0.09606987
0.8253275,0.279476
0.7641922,0.08296943
0.7467249,0.1222707
0.7467249,0.06113537
0.8689956,0.1004367
0.8078603,0.0742358
0.7860262,0.04366812
0.7860262,0.03930131
1.021834,0.069869
1.502183,0.3187773
1.126638,0.2532751
1.139738,0.04366812
1.235808,0.09170306
1.441048,0.2052402
1.318777,0.069869
1.432314,0.08296943
1.318777,0.08296943
1.532751,0.1659389
1.768559,0.2270742
1.820961,0.3231441
2.170306,0.3624454
2.384279,0.2008734
3.065502,0.5065502
3.908297,0.8340611
4.624454,0.6768559
4.48035,0.6244541
4.729258,0.8165939
5.366812,0.6593887
5.792208,1
6.360515,0.8969957
6.952586,0.9913793
8.191489,1.519149
8.33617,1.53617
9.915612,1.679325
11.03434,2.081545
12.3234,2.340425
14.97021,2.757447
16.58898,3.271186
18.14407,3.360169
19.78059,3.814346
19.57806,4.109704
21.72152,4.654008
23.48523,4.763713
25.3195,5.514523
28.96266,6.821577
31.31535,7.821577
33.44398,9.182572
35.90456,10.6805
38.16597,11.43154
42.88797,12.16183
43.44398,12.59336
44.42739,13.18257
43.13693,12.90871
40.43153,12.46058
40.49377,12.67635
39.48548,11.82988
37.91286,11.22822
39.38589,12.24066
39.35685,11.53527
38.04564,10.56017
38.58506,11.18257
40.61411,11.6971
40.53527,10.99585
39.51452,10.41909
38.78008,9.697096
36.20747,8.958507
36.58091,9.3361
37.55602,9.356847
36.83817,9.298756
35.56017,9.493776
34.24481,8.838174
32.07884,8.792531
30.85477,8.224067
31.59751,8.149378
32.09544,8.107883
29.9668,7.053942
29.07884,7.082988
29.08299,6.950207
27.16598,6.589211
27.75934,6.560166
28.41079,6.759336
27.6722,6.684647
27.74274,6.904564
28.0166,6.813278
27.95,6.891667
27.9375,6.691667
28.81743,7.087137
28.40249,6.804979
27.57676,6.937759
28.41494,7.120332
27.72199,6.970954
27.91286,6.958506
28.58921,7.377594
29.02075,7.298755
30.42739,7.572614
29,6.705394
30.00415,7.298755
29.70124,7.373444
29.3693,7.224066
30.23236,7.572614
28.64315,7.40249
28.72614,7.672199
30.65145,8.070539
30.06639,7.738589
31.53942,8.377593
30.71369,8.290457
29.18672,7.431535
30.88797,8.062241
30.93776,7.788382
30.48963,8.058091
30.84232,8.182572
31.46473,8.224067
30.98755,7.390041
30.39004,7.630705
32.06639,7.485477
31.29461,7.809129
32.44813,7.759336
32.90871,7.842324
33.07884,8.26971
32.77593,7.556016
33.79253,8.319502
35.38174,8.543569
34.78008,8.294606
34.58921,7.954357
34.55602,8.236514
33.57522,8.420354
41.05394,10.04149
44.75104,12.73444
43.4292,13.41593
45.09959,12.73444
42.35685,12.29046
43.50208,12.6722
44.76764,12.48133
44.11203,11.93776
42.6805,11.12448
41.91701,11.52282
39,11.46473
39.31441,10.82096
40.03493,11.21397
41.75109,11.75546
39.52402,10.36245
39.34061,10.58515
36.58952,9.28821
33.65939,8.80786
34.26638,8.209607
32.48548,7.979253
32.65975,7.946058
30.35685,7.232365
29.0166,6.672199
28.75417,6.4
28.40417,6.345833
30.16667,6.508333
30.675,6.791667
28.99585,7.06639
30.0083,6.639004
30.04564,7.153527
29.94606,7.53527
33.46473,7.941909
33.0166,8.614108
32.18672,8.448133
31.31535,8.219917
30.60166,7.738589
30.4875,7.3
31.92917,7.5875
32.92916,8.179167
30.45,7.266667
30.425,7.691667
30.52917,7.170833
30.05833,8.0125
31.47917,7.795833
31.95417,7.816667
30.48333,7.654167
30.56667,7.654167
30.29583,7.366667
31.63333,8.495833
32.67083,9
34.28333,9.358334
32.2,8.866667
31.50833,8.2
32.2125,8.358334
31.72083,7.766667
31.51667,7.845833
33.02917,8.0125
31.63333,7.6375
28.55417,8.029166
29.59583,7.979167
30.8875,8.716666
31.13333,8.270833
32.74583,7.433333
32.1375,7.491667
29.825,7.025
30.6375,7.320833
30.44583,7.045833
29.9375,7.029167
30.87083,6.575
30.05,6.320833
29.175,6.425
27.92917,6.033333
30.17083,6.345833
30.70417,6.6625
29.89583,6.620833
29.73333,6.370833
27.91667,5.4875
26.38333,5.241667
26.5125,5.225
25.05417,4.783333
23.09583,4.266667
23.07917,4.220833
21.38333,4.033333
20.59583,3.841667
21.7375,4.025
23.2375,4.629167
21.9625,4.1125
22.69583,3.9
22.19583,4.133333
20.93333,4.1875
22.2625,4.341667
22.94583,4.504167
21.0875,3.995833
19.51667,3.458333
16.22083,2.704167
13.81667,2.333333
12.67917,1.916667
11.19583,1.725
8.895833,1.3
7.433333,1.066667
6.325,0.8541667
5.941667,0.8041667
4.415967,0.4957983
4.52521,0.5714286
4.088608,0.6455696
3.535865,0.5274262
3.457983,0.3781513
3.42616,0.3755274
3.729958,0.3881857
3.622881,0.3559322
3.199152,0.5677966
2.700855,0.2307692
2.489177,0.2121212
2.21645,0.2077922
1.982609,0.1826087
2,0.173913
1.614035,0.1447368
1.563063,0.1486486
