intensidad,ocupacion
5.042553,0.4539007
5.881295,0.6007195
5.766187,0.6330935
5.68705,0.5755396
5.215827,0.4676259
4.741007,0.381295
4.751799,0.381295
4.438849,0.4208633
4.392087,0.4172662
3.76259,0.3129496
3.276978,0.3741007
3.205036,0.2266187
2.755396,0.0971223
2.877698,0.1582734
2.77305,0.1702128
2.87234,0.1808511
2.269504,0.1170213
2.297872,0.09219858
2.113475,0.1205674
1.836879,0.08156028
1.975177,0.07446808
1.925532,0.06028369
1.804965,0.1382979
1.762411,0.1028369
1.492908,0.04609929
1.460993,0.06382979
1.631206,0.08156028
1.613475,0.07092199
1.56383,0.08865248
1.734043,0.08156028
1.453901,0.05673759
1.195035,0.03191489
1.294326,0.04609929
1.262411,0.1099291
1.343972,0.04609929
1.567376,0.05319149
1.20922,0.09574468
1.070922,0.0212766
1.244681,0.03900709
1.078014,0.0212766
1.039007,0.1099291
0.9574468,0.07801419
1.102837,0.03191489
1.148936,0.0177305
1.234043,0.1595745
1.294326,0.4042553
1.088652,0.1205674
1.088652,0.02836879
1.053192,0.03191489
0.9893617,0.03900709
1.212766,0.04964539
1.468085,0.04964539
1.248227,0.04609929
1.340425,0.05319149
1.368794,0.06737588
1.460993,0.2446809
1.560284,0.05319149
1.843972,0.08865248
1.769504,0.106383
1.829787,0.1134752
2.042553,0.1347518
2.255319,0.1560284
2.329787,0.1489362
2.421986,0.1666667
2.578014,0.2092199
3.244681,0.3191489
3.535461,0.3652482
3.925532,0.3510638
4.659575,0.4539007
5.35461,0.5921986
5.255319,0.641844
5.62766,0.9468085
6.475177,1.141844
6.166667,0.7836879
6.946808,0.9574468
8.113475,1.099291
9.617022,1.397163
10.38434,1.683274
12.4484,2.078292
13.45552,2.032028
16.14947,2.647687
18.6726,3.174377
20.13523,3.590747
21.15603,3.914894
21.26241,3.847518
22.35461,4.017731
25.97872,4.882979
27.8156,6.322695
31.90071,7.312057
32.84043,7.812057
35.4539,8.882978
39.25887,10.17731
41.61348,11.42199
45.09929,12.46809
46.66667,13.15603
44.78724,13.41489
44.91844,13.2695
43.79787,12.80496
43.82624,12.81206
43.21986,13.57801
