intensidad,ocupacion
13.09825,1.947368
11.77193,1.740351
12.67719,1.838596
13.32281,1.926316
12.12281,1.775439
12.03158,1.894737
11.4386,1.659649
10.68772,1.666667
10.67018,1.666667
9.838596,1.182456
9.540351,1.231579
8.719298,1.108772
8.42807,0.9614035
8.414035,1.080702
8.099644,1.024911
7.298933,0.7437723
6.996491,0.7754386
6.596491,0.6666667
6.701755,0.8912281
6.221053,0.6280702
6.119298,0.6947368
5.603509,0.5263158
6.017544,0.7192982
5.294737,0.5157894
5.624561,0.5824561
5.547369,0.5052631
5.192983,0.4842105
4.961403,0.5157894
5.052631,0.5368421
4.803509,0.4736842
4.491228,0.4315789
4.05614,0.3403509
4.42807,0.3403509
4.238596,0.3052632
3.982456,0.368421
3.989474,0.3859649
3.982456,0.3649123
3.915789,0.2877193
3.964912,0.4035088
3.789474,0.2947368
3.726316,0.3649123
4.014035,0.322807
3.592983,0.2385965
3.508772,0.2877193
3.912281,0.2631579
3.533333,0.3192982
3.42807,0.3298246
3.182456,0.1789474
3.098246,0.1824561
3.129825,0.2
2.726316,0.1508772
3.091228,0.2947368
3.126316,0.2105263
3,0.2315789
3.063158,0.2526316
2.964912,0.2807018
3.024561,0.2701754
2.919298,0.1824561
2.922807,0.2
2.929825,0.3192982
2.936842,0.2947368
3.140351,0.2105263
3.080702,0.277193
2.908772,0.1894737
3.22807,0.2666667
3.280702,0.2035088
3.554386,0.2736842
3.821053,0.3578947
3.922807,0.3438596
4.101754,0.3859649
4.266667,0.4245614
3.992982,0.3473684
4.115789,0.4
4.210526,0.5649123
4.533333,0.4596491
4.845614,0.4736842
5.010563,0.5774648
4.992982,0.522807
5.473684,0.8175439
5.459649,1.031579
6.168421,1
6.789474,0.9614035
6.828671,0.9230769
6.744755,0.9405594
6.167832,0.6888112
6.368421,0.8175439
7.214035,1.017544
7.71831,1.017606
7.90493,1.235916
8.293706,1.234266
9.27972,1.384615
9.611888,1.702797
9.622377,1.479021
10.0035,1.520979
9.636364,1.405594
9.695805,1.321678
9.189474,1.368421
9.153846,1.587413
9.811189,1.793706
9.454545,1.559441
10.12238,1.891608
11.11539,2.122378
10.87719,2.066667
11.72983,2.466667
12.25614,2.621053
13.48772,3.322807
14.53684,3.645614
14.60351,3.266667
13.9614,3.989474
14.03158,4.235088
13.47719,4.140351
15.22456,3.491228
15.8662,3.362676
15.8,3.091228
16.21404,3.277193
16.96842,3.494737
