intensidad,ocupacion
7.212928,0.8212928
5.781955,0.6353384
5.819549,0.4924812
5.56391,0.4210526
6.003759,0.6315789
4.669173,0.4097744
4.466166,0.2556391
4.18797,0.3007519
4.161654,0.3007519
3.43609,0.1541353
3.086466,0.1654135
3.184211,0.2293233
2.87218,0.1879699
2.819549,0.1428571
2.541353,0.1015038
2.342105,0.07894737
2.093985,0.09022556
1.87594,0.08646616
1.894737,0.1052632
1.906015,0.112782
1.763158,0.06390978
1.552632,0.04887218
1.494424,0.03717472
1.434944,0.05947955
1.36803,0.0669145
1.453532,0.04089219
1.334572,0.08921933
1.483271,0.04460967
1.518797,0.05263158
1.530075,0.03759398
1.267658,0.05204461
1.148699,0.09293681
1.35316,0.03717472
1.345725,0.04832714
1.368421,0.06015038
1.345865,0.04511278
1.139098,0.09022556
1.066914,0.05576208
1.163569,0.1412639
1.208178,0.04832714
1.076336,0.02290076
1.179389,0.1450382
1.214286,0.07894737
1.067669,0.03007519
1.304511,0.1090226
1.481203,0.05263158
1.146617,0.1503759
1.236842,0.03759398
1.06391,0.03007519
1.225564,0.04887218
1.157895,0.04511278
1.18797,0.131579
1.154135,0.04511278
1.120301,0.06766918
1.214286,0.03759398
1.293233,0.04887218
1.379699,0.05639098
1.526316,0.06390978
1.586466,0.1052632
1.654135,0.08270676
1.639098,0.09022556
1.718045,0.08646616
2.015038,0.1729323
1.988722,0.1353384
2.458647,0.1992481
2.669173,0.1879699
3.06015,0.2819549
3.93985,0.2781955
3.951128,0.3458647
4.515038,0.4699248
4.992481,0.5977443
5.210526,0.6090226
5.484962,0.6315789
5.763158,0.7067669
6.779167,0.8583333
7.779468,1.155894
8.794677,1.361217
9.726235,1.56654
11.56439,1.867424
12.93939,2.007576
14.50758,2.621212
16.89394,2.924242
17.82955,3.113636
18.83712,3.102273
19.18561,3.386364
20.35114,3.561069
22.74621,4.049242
25.41288,5.219697
29.47727,6.541667
29.66792,6.664151
32.51321,7.811321
35.93962,8.939623
37.50189,9.833962
41.84047,11.64591
43.71984,12.03891
43.95349,11.82946
43.89922,11.58915
41.49612,10.80233
40.52713,10.26357
38.49225,9.639535
37.65892,10.51938
38.44574,10.43023
38.07393,10.92996
38.20234,10.63813
37.82061,11.11069
38.04962,10.23664
39.01145,10.08015
37.5,9.71374
36.9542,9.202291
35.13308,8.593156
35.59696,8.501901
36.61597,8.703422
34.54373,8.543726
34.22053,8.684411
31.46768,7.798479
30.56818,7.602273
31.64015,8.962121
29.0947,8.450758
30.82576,8.772727
30.02652,8.465909
28.80303,8.174242
27.95833,8.348485
26.65019,8.475286
28.66923,7.546154
28.53846,7.115385
27.34615,6.603846
28.4023,6.881226
28.76245,7.501916
29.37743,7.7393
29.42912,7.659004
29.67175,8.137404
28.59924,7.801527
28.69466,8.072519
28.86259,7.874046
29.87023,7.90458
29.44657,7.61832
30.68321,7.725191
29.75191,7.526718
29.30534,7.896946
30.44061,7.697318
30.82376,8.007663
30.4771,7.824428
30.74046,7.553435
30.92748,7.61832
28.8855,7.068702
29.59542,7.354962
30.05725,7.427481
28.48092,6.622138
30.93585,7.592453
31.0566,7.558491
30.55472,7.690566
31.2,7.992453
31.57359,7.754717
31.54717,7.754717
31.23774,7.4
31.03773,7.720755
30.65152,7.276515
31.41065,7.524715
31.54373,7.638783
31.66792,7.932076
32.82264,8.18868
33.29057,8.301887
31.79245,7.633962
33.21887,8.260377
35.13962,8.675471
34.33585,8.618868
35.16227,9.022641
34.82264,8.490566
34.67924,8.324529
35.47924,8.403773
40.02264,10.34717
42.23019,11.17736
41.20755,11.46038
41.94717,11.46792
41.30566,11.50943
40.36604,10.96226
41.69434,11.63774
41.23019,11.93585
40.86038,11.33962
40.26038,10.81509
39.55849,11.07547
38.29811,10.3283
38.75849,10.13208
39.8,10.87925
38.04924,9.435606
37.29546,9.863636
35.92803,8.852273
33.30303,9.227273
32.59848,9.128788
32.34091,9.541667
32.35227,8.897727
31.37121,8.219697
29.2803,7.996212
28.90152,7.109848
29.68797,6.718045
29.63846,6.734615
29.51351,6.548263
29.44402,6.675676
29.88846,7.076923
29.10385,6.65
29.95769,6.976923
31.88372,7.515504
32.00775,7.658915
32.36434,8.104651
31.2197,7.681818
30.0038,7.201521
31.59848,7.393939
31.43182,7.541667
33.30682,8.435606
31.97348,7.731061
32.58175,7.570342
31.50758,7.890152
31.18491,7.728302
33.61509,8.075472
32.63774,8.577358
31.69434,7.826415
31.88302,7.139623
30.34717,7.384906
32.35094,7.637736
33.33208,8.237736
34.60378,8.366037
33.80377,8.524529
33.15152,8.189394
33.99242,8.776515
33.35361,8.558935
33.90874,8.813688
35.07252,8.793893
32.55303,7.628788
32.32453,7.060377
31.5283,6.928302
32.64528,7.539623
34.37358,7.626415
35.48679,7.916981
34.66415,8.071698
34.91698,7.792453
33.12879,7.401515
33.95833,7.450758
32.06061,6.882576
32.68939,7.25
32.28137,6.878327
30.20913,6.604563
30.27273,6.405303
30.5019,6.536122
32.96578,7.254753
31.8327,6.882129
31.25475,6.642586
29.43726,6.087452
27.50951,5.623574
28.59316,5.741445
28.12879,5.719697
27.3447,5.352273
26.90874,5.08365
24.58175,5.060836
23.30799,4.661597
24.15209,4.505703
25.12167,4.714829
24.12977,4.591603
22.01908,4.072519
21.18774,3.773946
20.15709,3.471264
19.3908,3.256705
18.25287,3.126437
16.62069,2.796935
16.2682,2.609195
15.72692,2.75
14.94677,2.235741
15.13513,2.223938
15.57752,2.271318
15.25856,2.38403
14.19392,2.254753
12.9962,2.235741
11.94318,2.022727
10.37879,1.431818
10.47348,1.609848
10.20076,1.386364
8.69962,1.288973
8.471483,1.076046
8.965909,1.159091
9.659091,1.246212
8.973384,1.34981
8.988636,1.44697
9.026515,1.231061
8.245283,1.120755
7.550943,0.8603774
7.520755,0.8301887
6.969811,0.8226415
7.711027,0.8745247
7.387833,0.8631179
