intensidad,ocupacion
5.906015,0.6015037
4.855019,0.4684015
4.933085,0.66171
4.907063,0.4684015
4.208179,0.3754647
4.022305,0.3866171
4.063197,0.4275093
3.884758,0.3345725
3.869889,0.3345725
3.144981,0.1486989
2.754647,0.133829
2.736059,0.2750929
2.520446,0.3420074
2.30855,0.2936803
2.04461,0.133829
1.847584,0.3011152
2.059479,0.08178439
1.933086,0.09293681
1.791822,0.05576208
1.546468,0.05947955
1.598513,0.05576208
1.304833,0.02602231
1.182156,0.03345725
1.256506,0.1040892
1.408922,0.2230483
1.282528,0.01115242
1.33829,0.1040892
1.330855,0.04832714
1.241636,0.02602231
1.29368,0.03717472
1.167286,0.05947955
0.8996283,0.02602231
1.107807,0.07434944
1.052045,0.01115242
1.052045,0.02602231
0.9330855,0.04460967
0.8810409,0.01486989
0.8847584,0.04832714
0.8959108,0.01858736
1.066914,0.1895911
1.05948,0.02973978
0.8921933,0.03717472
0.8959108,0.07434944
1.055762,0.01858736
1.215613,0.0669145
1.052045,0.09665427
0.9442379,0.01858736
1.122677,0.07434944
1.171004,0.1301115
1.148699,0.1115242
1.111524,0.05204461
1.171004,0.0669145
0.9888476,0.06319702
1.163569,0.04832714
1.104089,0.1040892
1.133829,0.0669145
1.542751,0.08178439
1.579926,0.09293681
1.67658,0.133829
1.483271,0.1152416
1.654275,0.07063197
1.810409,0.1301115
2.181132,0.1207547
2.177358,0.1207547
2.592453,0.354717
2.758491,0.3245283
3.855019,0.5055762
3.468401,0.2490706
4.319703,0.3791822
4.828996,0.542751
5.509294,0.6356877
5.591078,0.5873606
5.581481,0.7407407
6.184502,0.8450184
6.826568,0.7933579
8.464945,1.103321
9.623616,1.309963
10.27941,1.511029
11.63235,1.716912
13.52573,2.099265
15.62868,2.441176
17.58456,2.761029
19.24354,3.084871
20.53136,3.380074
20.2952,3.656826
20.78598,3.627306
24.10332,4.649446
27.12915,5.239852
31.01838,6.150735
32.34927,7.099265
34.75458,7.908425
38.11765,8.966911
39.90511,10.05839
43.13139,11.41971
44.77372,12.39781
45.0365,13.33942
44.61679,13.15693
41.65693,11.63869
42.0292,11.20803
41.14598,11.45255
41.74818,11.36496
41.61905,11.60806
40.86813,11.23443
39.27106,10.34432
39.51282,10.99634
40.78309,11.63603
42.02941,11.44485
39.31618,10.77941
37.76103,10.67647
36.94118,11.06985
35.53309,9.955882
36.61255,10.98893
35.21771,9.966789
35.4096,8.845018
34.30882,8.886029
32.12409,8.810219
32.32117,8.682482
32.31752,8.846715
32.18978,8.208029
30.77372,7.627737
29.14598,7.474452
29.15693,7.083941
28.35766,7.167883
29.10219,7.127737
29.34307,7.145986
27.51825,6.686131
27.50365,6.448905
28.70438,7.30657
28.55474,6.784671
29.19853,6.977941
29.67279,7.106617
29.38235,7.018383
28.75735,6.794117
29.84191,7.246324
29.34926,7.511029
28.81618,7.286765
29.74265,7.408088
29.5219,7.215329
28.9927,6.959854
28.89781,7.20073
30.30292,7.627737
29.9927,7.229927
31.20803,8
30.84672,8.189781
29.85036,7.010949
29.72628,6.989051
30.31387,7.087591
29.10219,6.90146
30.68248,7.211679
31.13504,7.419708
31.17883,7.69708
31.79197,7.547445
30.62044,7.456204
32.34307,7.846715
30.38321,7.562044
29.98175,7.536496
31.0365,7.576643
30.48175,7.5
31.62409,8.069343
31.86131,8.029197
32.33577,7.744525
33.24818,8.120438
33.0365,7.631387
34.01825,7.883212
35.09489,8.222628
35.37956,8.375913
36.01103,8.235294
