intensidad,ocupacion
8.702602,1.171004
9.356115,1.298561
9.111525,1.379182
9.553957,1.33813
10.00743,1.486989
11.10394,1.620072
12.14391,1.892989
15.09677,2.623656
15.87037,2.918519
17.70251,4.032258
18.12406,5.022556
17.70073,4.525548
18.29699,4.255639
18.85091,4.425455
17.5206,4.378277
15.62857,3.571429
14.85609,2.97417
14.33214,2.660714
15.16236,2.605166
16.73214,2.828571
15.77122,2.690037
15.55,3.110714
15.7417,2.586716
16.77143,2.835714
16.44074,3.066667
17.17921,3.103943
18.19259,3.611111
19.84588,3.677419
19.3963,3.866667
21.50538,4.168459
22.37778,4.659259
23.13262,4.853046
23.99267,5.164835
23.4086,5.225806
23.14815,5.137037
24.5233,5.358423
25.07778,5.537037
26.97849,6.265233
26.72593,6.162963
27.18996,6.297491
26.84074,6.211111
27.71277,8.109929
29.81985,8.816176
30.60517,9.158671
30.37269,9.380074
31.56071,9.2
29.85609,9.217712
30.42049,8.257951
32.54546,11.12
34.525,11.09643
33.13284,12
35.125,12.14286
33.50916,12.27106
34.4078,11.86525
34.32847,11.08029
34.68551,10.86219
33.68551,10.33922
32.74911,10
31.63139,9.10219
32.39146,8.932384
32.79323,8.642858
34.39273,9.458181
32.48699,9.959107
32.67986,9.557554
31.96283,9.899629
31.89855,9.32971
32.25461,9.797048
32.85409,9.313168
31.72954,8.939502
30.71174,7.163701
28.4854,7.010949
29.44876,7.053003
29.77739,7.561838
31.46099,7.659575
30.5348,7.417583
29.6383,6.950355
29.65934,7.194139
29.60498,7.704627
29.90441,7.709559
30.89286,7.153572
29.07942,6.610108
28.96085,6.758007
26.4562,6.069343
28.04594,6.459364
29.04947,6.537103
28.77739,6.830389
28.17153,7.025548
25.96466,6.042403
26.5265,5.872791
26.49822,5.629893
25.89338,5.691176
27.47687,5.918149
26.9375,7.165441
26.16014,6.544484
26.90545,6.054545
26.99286,6.060714
28.05474,6.354014
30.06093,6.81362
31.4058,7.166667
29.8638,7.376344
30.61852,7.796296
32.80645,8.250896
35.17563,8.451612
38.2724,10.11111
37.09629,9.85926
36.75,10.34643
35.57407,9.418518
34.05674,10.43972
36.09158,10.31868
37.90425,11.07801
38.84982,11.00366
38.66548,11.6548
36.45221,11.01471
38.20641,10.52669
39.40727,10.70182
40.39857,11.60142
40.38519,10.84074
37.67025,10.01434
33.14126,8.070632
32.39209,8.046762
31.98561,7.741007
32.86121,8.491103
33.18546,8.410909
31.93238,8.982206
30.26103,8.955882
31.42349,9.384341
31.60424,10.89399
30.85159,8.717315
30.96377,8.15942
30.21986,8.20922
29.82269,7.624114
30.46237,8.043011
31.14234,7.934307
30.08571,7.542857
31.41667,9.003623
29.76596,7.606383
28.50909,8.36
28.29433,7.904255
28.81588,9.34296
29.5159,7.547703
27.87365,7.848375
27.84099,8.176679
28.22101,8.025362
28.29078,7.978724
29.64493,8.956522
30.03901,8.705674
30.32624,8.719858
30.33688,8.74468
29.14909,7.341818
29.32028,7.30605
29.24632,8.827206
29.18518,7.733333
28.27941,7.452206
27.9375,7.316176
27.89338,7.613971
28.38971,7.466912
28.28413,7.763838
28.36162,7.811808
28.50923,7.623616
28.72325,8.173431
26.73801,7.638376
27.68266,7.110701
28.13603,7.981617
28.04779,7.441176
27.96679,8.110702
27.5,7.100746
28.04478,7.264925
29.32308,8.861539
30.44828,9.226053
31.5249,9.846744
30.42593,9.433333
31.45757,9.98155
31.09594,10.7417
32.85978,11.49446
35.05535,11.89668
36.2583,12.57196
37.19101,12.94757
36.49057,11.93208
37.43446,12.72659
37.43071,12.92884
39.25093,13.17603
39.64045,13.88015
38.87218,15.18045
38.65556,15.59259
36.80741,14.91481
35.76015,13.81181
34.62222,14.17037
33.81111,13.20741
35.58736,12.42379
35.79554,11.33086
35.82528,10.78067
37.42007,12.2974
37.5,12.73333
38.25092,11.95941
36.79705,11.56827
34.98507,9.533582
33.13383,8.810409
30.28996,7.434944
29.19101,6.670412
26.71428,6.330827
24.77358,5.64151
21.62879,4.344697
19.4053,3.753788
19.09811,3.298113
18.20455,2.871212
17.59023,2.612782
17.52652,2.689394
15.29434,2.332075
12.71212,1.973485
10.64528,1.460377
10.1673,1.623574
9.060837,1.574144
7.712121,1.102273
6.837736,1.109434
5.860902,0.6992481
5.781955,0.6203008
5.397727,0.5681818
5.334587,0.4699248
4.357143,0.3496241
3.770677,0.2969925
3.43609,0.2481203
2.827068,0.1954887
2.781955,0.2067669
2.398496,0.1428571
2.150376,0.1203008
1.909774,0.09398496
1.849624,0.1203008
1.819549,0.06390978
1.898496,0.368421
1.921053,0.1842105
1.759398,0.09398496
1.766917,0.06390978
1.473684,0.06015038
1.413534,0.05639098
1.339695,0.03816794
1.105263,0.02631579
1.093985,0.05263158
1.093985,0.04887218
1.244361,0.1729323
1.12406,0.02255639
1.086466,0.03383459
1.105263,0.05639098
1.176692,0.03759398
1.24812,0.09398496
0.9736842,0.1691729
1.06391,0.03007519
1.12406,0.05639098
1.090226,0.03007519
1.052632,0.05263158
0.9398496,0.1353384
1.135338,0.2481203
1.308271,0.06015038
1.37594,0.04135338
1.142857,0.05263158
1.293233,0.4398496
1.360902,0.2030075
1.612782,0.1278196
1.413534,0.04511278
1.477444,0.1052632
1.586466,0.3233083
1.725564,0.2706767
1.605263,0.3233083
1.793233,0.1616541
1.823308,0.06390978
1.800752,0.07142857
1.665413,0.112782
2.086466,0.1015038
2.210526,0.1052632
2.203007,0.1015038
2.278626,0.1450382
2.438931,0.1259542
2.923664,0.1412214
2.641221,0.2290076
3.116541,0.1879699
3.221805,0.7443609
3.379699,0.3233083
3.590225,0.3270677
4.041353,0.7030075
4.518797,0.6541353
4.845865,0.3759398
4.87218,0.3796993
5.330827,0.6165413
5.537594,0.7180451
6.12782,0.5827067
6.781955,0.7744361
6.958647,0.7669173
7.432331,0.8872181
8.137547,1.104089
