Y(hoy),Y(ayer)
0.20678431981413326,-1.913962541906045
0.20678431981413326,-1.913962541906045
0.20678431981413326,-1.913962541906045
0.20678431981413326,-1.913962541906045
0.20678431981413326,-1.913962541906045
0.20678431981413326,-1.913962541906045
0.20678431981413326,-1.913962541906045
0.20678431981413326,-1.913962541906045
0.07423764095662477,-1.913962541906045
-0.45594907447342337,-1.913962541906045
-0.7873157716172017,-1.913962541906045
-0.5884957533309318,-1.913962541906045
0.07423764095662477,-1.913962541906045
-0.389675735044662,-1.913962541906045
-0.7873157716172017,-1.913962541906045
-0.1466734904725655,-1.913962541906045
0.14051098038538612,-1.913962541906045
0.07423764095662477,-1.913962541906045
-0.389675735044662,-1.913962541906045
-0.7873157716172017,-1.913962541906045
-0.7210424321884403,-1.913962541906045
-0.1466734904725655,-1.913962541906045
0.07423764095662477,-1.913962541906045
-0.5884957533309318,-1.913962541906045
-0.8535891110459488,-1.383775826475997
-0.6768602059025994,-1.648869184191014
0.07423764095662477,-1.2512291476184885
-0.389675735044662,-1.648869184191014
-0.8535891110459488,-1.7372336367626815
-0.45594907447342337,-1.11868246876098
0.07423764095662477,-1.5163225053335054
-0.8535891110459488,-1.8476892024772837
0.20678431981413326,-1.7814158630485224
0.07423764095662477,-1.2512291476184885
-0.5884957533309318,-0.8535891110459488
-0.8535891110459488,-0.8535891110459488
-0.45594907447342337,-0.8535891110459488
0.07423764095662477,-0.8535891110459488
0.07423764095662477,-0.8535891110459488
-0.5222224139021705,-0.8535891110459488
-0.8535891110459488,-0.8535891110459488
-0.7210424321884403,-0.8535891110459488
-0.1466734904725655,-0.8535891110459488
0.07423764095662477,-0.8535891110459488
-0.25712905618715354,-0.8535891110459488
-0.7210424321884403,-0.8535891110459488
-0.5884957533309318,-0.8535891110459488
-0.1466734904725655,-0.8535891110459488
0.14051098038538612,-0.8535891110459488
0.20678431981413326,-0.8535891110459488
0.20678431981413326,-0.8535891110459488
0.20678431981413326,-0.8535891110459488
0.20678431981413326,-0.8535891110459488
0.20678431981413326,-0.8535891110459488
0.14051098038538612,-0.8535891110459488
0.07423764095662477,-0.8535891110459488
-0.45594907447342337,-0.8535891110459488
0.07423764095662477,-0.8535891110459488
-0.45594907447342337,-0.8535891110459488
0.20678431981413326,-0.8535891110459488
0.20678431981413326,-0.8535891110459488
0.20678431981413326,-0.8535891110459488
0.20678431981413326,-0.389675735044662
0.20678431981413326,0.07423764095662477
0.20678431981413326,-0.3234023956159007
0.20678431981413326,-0.654769092759679
0.20678431981413326,-0.05830903790088371
0.20678431981413326,0.20678431981413326
0.07423764095662477,0.20678431981413326
-0.5222224139021705,0.20678431981413326
-0.5222224139021705,0.4056043381004031
0.07423764095662477,1.0020643929591984
-0.3234023956159007,0.6044243563866729
0.20678431981413326,1.2008844112454682
0.2730576592428946,1.2671577506742295
0.67069769581542,1.1346110718167068
0.20678431981413326,0.6044243563866729
1.1346110718167068,0.20678431981413326
1.5322511083892465,1.2008844112454682
2.194984502676803,0.7369710352441814
2.0624378238192946,1.2671577506742295
1.5322511083892465,1.2671577506742295
1.2671577506742295,1.3334310901029767
2.3275311815343116,2.0624378238192946
1.7973444661042635,1.5322511083892465
2.5926245392493286,2.2612578421055503
3.299540159822719,1.7973444661042635
3.5204512912519093,1.5322511083892465
4.05063800668195,2.194984502676803
4.580824722111998,1.7310711266755163
5.243558116399548,1.0020643929591984
5.906291510687105,0.33933099867164174
6.502751565545907,-0.12458237732964506
7.099211620404702,-0.654769092759679
7.761945014692259,-0.8535891110459488
8.358405069551054,-0.8535891110459488
8.954865124409856,-0.8535891110459488
9.617598518697413,-0.7210424321884403
10.015238555269946,0.07423764095662477
9.352505160982389,-0.389675735044662
9.88269187641243,-0.7210424321884403
9.352505160982389,-0.8535891110459488
9.88269187641243,-0.8535891110459488
9.219958482124873,-0.8535891110459488
8.954865124409856,-0.8535891110459488
8.557225087837324,-0.8535891110459488
8.027038372407276,-0.8535891110459488
8.623498427266078,-1.2512291476184885
9.087411803267365,-1.7151425236197753
9.418778500411143,-1.5163225053335054
8.954865124409856,-0.8535891110459488
10.015238555269946,-0.8535891110459488
10.214058573556208,-0.8535891110459488
10.74424528898625,-0.8535891110459488
11.782527606703418,-0.8535891110459488
11.208158664987543,-1.2512291476184885
13.107994395278524,-1.7151425236197753
12.53362545356265,-1.2512291476184885
13.461452205565223,-1.648869184191014
13.461452205565223,-0.8535891110459488
13.328905526707715,-0.8535891110459488
12.666172132420158,-0.8535891110459488
12.268532095847625,-0.8535891110459488
11.605798701560076,-0.8535891110459488
11.075611986130028,-0.8535891110459488
10.280331912984963,-0.8535891110459488
10.015238555269946,-0.8535891110459488
10.147785234127454,-0.8535891110459488
10.147785234127454,-0.8535891110459488
10.147785234127454,-0.8535891110459488
10.147785234127454,-0.8535891110459488
9.617598518697413,-0.8535891110459488
9.219958482124873,-0.8535891110459488
9.88269187641243,-0.8535891110459488
9.88269187641243,-0.8535891110459488
9.219958482124873,-0.8535891110459488
9.087411803267365,-0.8535891110459488
9.617598518697413,-0.8535891110459488
10.147785234127454,-0.8535891110459488
10.147785234127454,-0.8535891110459488
10.147785234127454,-0.8535891110459488
9.683871858126167,-0.8535891110459488
9.087411803267365,-0.654769092759679
8.424678408979808,-0.05830903790088371
7.960765032978522,-0.45594907447342337
8.159585051264791,-0.8535891110459488
8.822318445552341,-0.05830903790088371
8.358405069551054,-0.45594907447342337
8.822318445552341,-0.7210424321884403
7.960765032978522,-0.8535891110459488
7.960765032978522,-0.8535891110459488
8.159585051264791,-0.654769092759679
8.822318445552341,-0.05830903790088371
8.358405069551054,0.14051098038538612
8.822318445552341,-0.389675735044662
7.960765032978522,-0.7873157716172017
7.894491693549767,-0.05830903790088371
7.761945014692259,-0.5884957533309318
7.099211620404702,0.20678431981413326
6.834118262689678,0.20678431981413326
6.834118262689678,0.20678431981413326
6.767844923260924,-0.05830903790088371
6.70157158383217,-0.654769092759679
6.237658207830883,-0.1908557167583922
5.773744831829596,-0.5884957533309318
6.237658207830883,0.20678431981413326
6.70157158383217,0.20678431981413326
6.70157158383217,0.20678431981413326
6.038838189544613,0.20678431981413326
5.773744831829596,0.20678431981413326
6.171384868402129,0.20678431981413326
6.70157158383217,0.20678431981413326
6.171384868402129,0.20678431981413326
5.84001817125835,0.6044243563866729
6.480660452402979,1.0020643929591984
5.906291510687105,0.4056043381004031
7.761945014692259,0.20678431981413326
7.231758299262211,0.20678431981413326
