Y(hoy),Y(ayer)
13.461452205565223,6.834118262689678
13.593998884422739,6.834118262689678
14.168367826138613,6.569024904974661
14.389278957567804,5.906291510687105
13.726545563280247,5.773744831829596
13.328905526707715,5.3761047952570635
12.864992150706428,4.779644740398261
12.401078774705141,4.713371400969507
12.33480543527638,4.183184685539466
12.135985416990117,3.5867246306806635
11.870892059275093,3.5204512912519093
11.47325202270256,3.3879046123944008
11.031429759844194,2.990264575821868
11.208158664987543,2.5263511998205814
10.677971949557495,2.2612578421055503
10.015238555269946,1.664797787246755
9.750145197554922,1.2671577506742295
9.219958482124873,1.2671577506742295
8.954865124409856,1.2008844112454682
9.418778500411143,0.67069769581542
8.954865124409856,0.20678431981413326
9.88269187641243,0.20678431981413326
9.617598518697413,0.20678431981413326
8.954865124409856,0.20678431981413326
8.358405069551054,0.20678431981413326
7.960765032978522,0.20678431981413326
7.761945014692259,0.20678431981413326
7.099211620404702,0.20678431981413326
6.834118262689678,0.20678431981413326
6.303931547259637,0.14051098038538612
5.84001817125835,-0.45594907447342337
6.480660452402979,-0.8535891110459488
6.70157158383217,-0.8535891110459488
6.038838189544613,-0.8535891110459488
5.3761047952570635,-0.8535891110459488
4.890100306112849,-0.8535891110459488
5.6411981529720805,-0.8535891110459488
5.1110114375420395,-0.8535891110459488
5.1110114375420395,-0.8535891110459488
4.647098061540753,-0.9198624504747102
4.448278043254483,-1.2512291476184885
4.183184685539466,-1.7151425236197753
3.7855446489669333,-1.11868246876098
4.580824722111998,-1.648869184191014
4.05063800668195,-0.8535891110459488
4.05063800668195,-0.8535891110459488
3.5204512912519093,-0.8535891110459488
3.5204512912519093,-0.8535891110459488
3.5204512912519093,-0.8535891110459488
3.0565379152506154,-0.8535891110459488
2.46007786039182,-0.8535891110459488
2.46007786039182,-0.8535891110459488
2.46007786039182,-0.8535891110459488
2.46007786039182,-0.8535891110459488
2.46007786039182,-0.8535891110459488
2.46007786039182,-0.8535891110459488
2.46007786039182,-0.8535891110459488
2.1287111632480418,-0.7873157716172017
1.5322511083892465,-0.1908557167583922
1.2671577506742295,-0.45594907447342337
1.2671577506742295,-0.8535891110459488
1.2671577506742295,-0.654769092759679
1.2671577506742295,-0.05830903790088371
1.2671577506742295,0.20678431981413326
1.2671577506742295,0.20678431981413326
1.2671577506742295,0.6044243563866729
1.2671577506742295,1.2008844112454682
1.2671577506742295,1.2671577506742295
1.2671577506742295,1.7310711266755163
1.2671577506742295,2.2612578421055503
1.2671577506742295,2.5263511998205814
1.2671577506742295,2.990264575821868
1.2671577506742295,3.454177951823155
1.2671577506742295,3.5204512912519093
1.2671577506742295,3.5867246306806635
1.2671577506742295,4.05063800668195
1.2671577506742295,3.6529979701094177
1.0020643929591984,4.91219141925577
0.6044243563866729,4.448278043254483
0.33933099867164174,5.3761047952570635
0.2730576592428946,5.906291510687105
1.1346110718167068,6.834118262689678
0.6044243563866729,6.303931547259637
1.2671577506742295,8.159585051264791
1.2671577506742295,7.496851656977235
1.2671577506742295,8.888591784981102
1.3334310901029767,10.015238555269946
1.664797787246755,9.352505160982389
1.2671577506742295,8.954865124409856
2.194984502676803,11.870892059275093
1.8636178055330248,11.208158664987543
1.399704429531738,10.677971949557495
1.4659777689604852,13.196358847850206
1.9961644843905333,12.53362545356265
2.46007786039182,14.521825636425312
2.8577178969643597,13.859092242137756
2.3275311815343116,16.311205801001712
3.5204512912519093,15.71474574614291
3.5204512912519093,15.184559030712869
3.7855446489669333,17.835492607863088
3.3879046123944008,17.30530589243304
4.448278043254483,16.775119177003
4.580824722111998,18.36567932329313
4.580824722111998,18.962139378151925
4.580824722111998,19.160959396438194
4.580824722111998,19.691146111868235
4.580824722111998,20.15505948786953
4.625006948397832,21.613072955302144
5.508651474114572,21.01661290044335
4.845918079827015,20.4864261850133
5.950473736972938,23.181541988449354
6.70157158383217,22.60717304673348
6.303931547259637,22.07698633130343
6.9003916021184395,25.037195492454508
7.231758299262211,24.462826550738633
6.834118262689678,23.932639835308585
7.761945014692259,25.78829333931374
7.894491693549767,26.31848005474378
7.894491693549767,28.43922691646396
7.761945014692259,27.90904020103391
7.231758299262211,27.37885348560387
6.834118262689678,26.84866677017383
7.761945014692259,30.073969289039923
7.364304978119726,29.49960034732404
7.960765032978522,28.969413631894
8.2921317301223,31.48780053018671
7.894491693549767,30.825067135899154
8.888591784981102,32.74699397933306
9.485051839839898,32.15053392447426
10.147785234127454,33.873640749621906
10.147785234127454,33.21090735533435
10.94306530727252,35.64092980105538
10.479151931271232,35.0665608593395
