time,intensidad,ocupacion
00:01:00,12.29787,1.911348
00:06:00,7.979382,1.075601
00:11:00,8.034365,0.9587629
00:16:00,7.66323,0.9243986
00:21:00,7.594501,0.975945
00:26:00,7.024055,0.8797251
00:31:00,6.683849,0.7285224
00:36:00,6.250859,0.7457045
00:41:00,5.841924,0.5910653
00:46:00,5.04811,0.4948454
00:51:00,4.718213,0.371134
00:56:00,4.786942,0.4398625
01:01:00,4.233677,0.3505155
01:06:00,4.24055,0.3264605
01:11:00,4.14433,0.3127148
01:16:00,3.824742,0.371134
01:21:00,3.292096,0.2371134
01:26:00,3.051546,0.2027491
01:31:00,2.996564,0.161512
01:36:00,3.003509,0.1473684
01:41:00,2.718213,0.2920962
01:46:00,2.875432,0.2456747
01:51:00,2.652921,0.185567
01:56:00,2.61512,0.2646048
02:01:00,2.357388,0.1099656
02:06:00,2.09622,0.08247422
02:11:00,2.37457,0.1134021
02:16:00,2.294118,0.1176471
02:21:00,2.130584,0.07216495
02:26:00,2.010309,0.06185567
02:31:00,1.745704,0.0790378
02:36:00,1.738832,0.1134021
02:41:00,1.890034,0.0927835
02:46:00,1.756014,0.08247422
02:51:00,1.85567,0.05841924
02:56:00,1.965636,0.1477663
03:01:00,1.968858,0.07266436
03:06:00,1.570447,0.0652921
03:11:00,1.646048,0.0790378
03:16:00,1.824742,0.1340206
03:21:00,1.62543,0.05841924
03:26:00,1.71134,0.07216495
03:31:00,1.896907,0.1408935
03:36:00,1.725086,0.06872852
03:41:00,1.914089,0.1958763
03:46:00,1.694158,0.0927835
03:51:00,1.597938,0.1134021
03:56:00,1.67354,0.09965636
04:01:00,1.725086,0.1443299
04:06:00,1.776632,0.0652921
04:11:00,1.90378,0.08934708
04:16:00,1.828179,0.2474227
04:21:00,1.821306,0.2164948
04:26:00,1.831615,0.2680412
04:31:00,1.955326,0.2164948
04:36:00,2.041237,0.1512028
04:41:00,2.024055,0.09965636
04:46:00,2.199313,0.2302406
04:51:00,2.436426,0.1512028
04:56:00,2.360825,0.2371134
05:01:00,2.206186,0.1408935
05:06:00,2.257732,0.1683849
05:11:00,2.742268,0.1786942
05:16:00,3.158076,0.4123711
05:21:00,3.457045,0.395189
05:26:00,3.52921,0.4089347
05:31:00,3.474227,0.2508591
05:36:00,4.00346,0.3460208
05:41:00,5.257732,0.6391752
05:46:00,5.505155,0.5532646
05:51:00,5.601375,0.5670103
05:56:00,5.965636,0.6907216
06:01:00,6.275862,0.7655172
06:06:00,6.512111,0.8304498
06:11:00,7.49481,1.038062
06:16:00,9.083333,1.552083
06:21:00,9.822917,1.534722
06:26:00,10.5625,1.631944
06:31:00,11.95819,2.167247
06:36:00,13.92041,2.155709
06:41:00,16.25517,2.903448
06:46:00,18.61034,3.355172
06:51:00,18.53608,3.405498
06:56:00,19.76976,3.347079
07:01:00,20.05517,3.493104
07:06:00,19.68385,3.415807
07:11:00,22.8488,4.19244
07:16:00,25.7911,5.126712
07:21:00,28.17123,5.856164
07:26:00,32.24055,7.092783
07:31:00,34.57534,7.883562
07:36:00,36.30479,9.465754
07:41:00,39.53425,10.70548
07:46:00,40.20205,11.44863
07:51:00,41.7774,12.81507
07:56:00,42.91468,13.54949
08:01:00,42.0,13.45051
08:06:00,40.04422,12.7381
08:11:00,40.15646,12.17687
08:16:00,38.71429,12.47959
08:21:00,37.04827,10.72414
08:26:00,37.89456,11.5102
08:31:00,36.56314,12.6587
08:36:00,34.98635,11.96928
08:41:00,36.47782,14.64846
08:46:00,35.34354,16.68707
08:51:00,35.12203,16.18305
08:56:00,33.61433,13.3413
09:01:00,33.69625,13.3959
09:06:00,32.85666,12.09898
09:11:00,32.48464,12.33106
09:16:00,34.61458,11.83681
09:21:00,33.8014,10.51568
09:26:00,33.17993,10.11419
09:31:00,33.06944,9.399305
09:36:00,31.55556,8.628472
09:41:00,31.92708,8.753472
09:46:00,31.74475,8.5
09:51:00,31.40278,8.506945
09:56:00,30.22917,8.256945
10:01:00,29.7457,10.56014
10:06:00,29.73611,10.99653
