time,intensidad,ocupacion
00:01:00,9.311189,1.552448
00:06:00,6.136364,0.6398602
00:11:00,6.197183,0.6584507
00:16:00,5.926573,0.965035
00:21:00,5.590909,0.7657343
00:26:00,5.660839,0.7377622
00:31:00,4.695804,0.3741259
00:36:00,4.153846,0.3986014
00:41:00,4.073427,0.4055944
00:46:00,3.524476,0.3356643
00:51:00,3.251748,0.2867133
00:56:00,2.965035,0.2307692
01:01:00,2.954545,0.1853147
01:06:00,2.660839,0.1888112
01:11:00,2.562937,0.1748252
01:16:00,2.695804,0.1503496
01:21:00,2.405594,0.1538462
01:26:00,2.479021,0.1468531
01:31:00,2.461539,0.1188811
01:36:00,1.940559,0.06643356
01:41:00,2.101399,0.0979021
01:46:00,1.884615,0.09090909
01:51:00,1.811189,0.07342657
01:56:00,1.769231,0.1573427
02:01:00,1.772727,0.6153846
02:06:00,1.618881,0.1573427
02:11:00,1.549645,0.106383
02:16:00,1.395105,0.06993007
02:21:00,1.41958,0.09440559
02:26:00,1.555944,0.1118881
02:31:00,1.370629,0.04195804
02:36:00,1.444056,0.08041958
02:41:00,1.311189,0.05594406
02:46:00,1.304196,0.04545455
02:51:00,1.230769,0.08741259
02:56:00,1.157343,0.05244755
03:01:00,1.237762,0.04195804
03:06:00,0.965035,0.02797203
03:11:00,1.143357,0.05594406
03:16:00,1.101399,0.02447552
03:21:00,0.9685315,0.02447552
03:26:00,0.8687943,0.0141844
03:31:00,1.095745,0.177305
03:36:00,1.124113,0.08510638
03:41:00,1.152482,0.05673759
03:46:00,1.241135,0.1099291
03:51:00,1.056738,0.03900709
03:56:00,1.312057,0.5177305
04:01:00,1.242857,0.7892857
04:06:00,1.400709,0.2092199
04:11:00,1.27305,0.08510638
04:16:00,1.234043,0.177305
04:21:00,1.439716,0.08156028
04:26:00,1.516484,0.08424909
04:31:00,1.626374,0.1172161
04:36:00,1.64539,0.09574468
04:41:00,1.875887,0.08156028
04:46:00,1.879433,0.07801419
04:51:00,1.758865,0.1914894
04:56:00,1.923077,0.1328671
05:01:00,1.912587,0.2167832
05:06:00,1.972028,0.1153846
05:11:00,2.178322,0.1293706
05:16:00,2.461539,0.2272727
05:21:00,2.783217,0.2027972
05:26:00,2.992908,0.2836879
05:31:00,3.780142,0.4326241
05:36:00,4.188811,0.3601398
05:41:00,4.909091,0.493007
05:46:00,5.646853,0.9195804
05:51:00,5.821678,0.8286713
05:56:00,6.003497,0.7797203
06:01:00,6.073427,0.7587413
06:06:00,6.426573,0.8496503
06:11:00,7.121951,0.9303136
06:16:00,8.58885,1.174216
06:21:00,9.540351,1.364912
06:26:00,10.15385,1.461538
06:31:00,11.45105,1.821678
06:36:00,13.5614,2.224561
06:41:00,15.80769,2.688811
06:46:00,18.8042,3.052448
06:51:00,18.97902,3.339161
06:56:00,19.62456,3.498246
07:01:00,19.9364,3.420495
07:06:00,20.26316,3.575438
07:11:00,23.68881,4.377623
07:16:00,26.47735,5.02439
07:21:00,29.11111,5.909722
07:26:00,31.85764,6.909722
07:31:00,33.98958,8.180555
07:36:00,35.84028,9.138889
07:41:00,39.85069,10.75347
07:46:00,41.56358,13.03436
07:51:00,42.42955,13.62199
07:56:00,43.26461,14.19244
08:01:00,42.66667,14.07216
08:06:00,40.35395,13.21993
08:11:00,40.50859,12.83849
08:16:00,39.4055,11.92096
08:21:00,38.91409,11.82474
08:26:00,40.01374,12.36082
08:31:00,38.39862,11.72509
08:36:00,37.26461,11.45361
08:41:00,38.22337,11.85223
08:46:00,39.08935,12.74227
08:51:00,38.28866,12.80412
08:56:00,37.82818,12.06873
09:01:00,36.17526,11.35739
09:06:00,35.49141,9.625429
09:11:00,33.65979,9.474227
09:16:00,36.23103,10.39655
09:21:00,34.10345,9.472414
09:26:00,32.23448,8.596552
09:31:00,32.48965,8.52069
09:36:00,30.70345,8.565517
09:41:00,30.05172,8.472414
09:46:00,30.4069,9.613793
09:51:00,29.24138,9.306896
09:56:00,29.67586,8.293103
10:01:00,28.0931,7.817241
10:06:00,28.1931,8.331035
10:11:00,26.54827,6.886207
10:16:00,28.08965,7.948276
10:21:00,27.91379,7.806897
10:26:00,27.13793,7.906897
10:31:00,27.93103,8.389655
10:36:00,27.05862,8.651724
10:41:00,27.50345,8.772414
10:46:00,28.52069,9.127586
10:51:00,28.85567,9.371134
10:56:00,28.17526,8.879725
11:01:00,27.39655,8.151724
11:06:00,29.51035,8.3
11:11:00,28.76389,7.934028
11:16:00,29.69204,8.16263
