time,intensidad,ocupacion
00:01:00,7.402135,1.217082
00:06:00,6.900709,0.8368794
00:11:00,6.582456,0.8035088
00:16:00,6.241135,0.6666667
00:21:00,6.312281,0.7263158
00:26:00,5.718978,0.6678832
00:31:00,5.210526,0.5684211
00:36:00,4.65371,0.5194346
00:41:00,4.550877,0.4982456
00:46:00,4.038597,0.4140351
00:51:00,4.119298,0.3929825
00:56:00,3.769504,0.3687943
01:01:00,3.364912,0.2140351
01:06:00,3.122807,0.2421053
01:11:00,2.919298,0.3578947
01:16:00,2.814035,0.245614
01:21:00,2.817518,0.2372263
01:26:00,2.489051,0.1934307
01:31:00,2.077193,0.09824561
01:36:00,2.231579,0.1122807
01:41:00,2.10219,0.08029197
01:46:00,2.09854,0.1058394
01:51:00,1.989474,0.08421053
01:56:00,1.736842,0.2421053
02:01:00,1.780919,0.4558304
02:06:00,2.010949,0.149635
02:11:00,1.927007,0.1532847
02:16:00,1.785965,0.1052632
02:21:00,1.749117,0.1095406
02:26:00,1.90511,0.1350365
02:31:00,1.768421,0.1438597
02:36:00,1.861314,0.189781
02:41:00,1.609489,0.2372263
02:46:00,1.621053,0.1192982
02:51:00,1.512281,0.2105263
02:56:00,1.569343,0.2043796
03:01:00,1.722628,0.2226277
03:06:00,1.335766,0.1824818
03:11:00,1.332117,0.2846715
03:16:00,1.363971,0.1323529
03:21:00,1.233577,0.07664233
03:26:00,1.156934,0.1277372
03:31:00,1.233577,0.05109489
03:36:00,1.138686,0.04014599
03:41:00,1.222628,0.0729927
03:46:00,1.22807,0.05964912
03:51:00,1.084806,0.08833922
03:56:00,1.322807,0.0877193
04:01:00,1.252669,0.1032028
04:06:00,1.340741,0.09259259
04:11:00,1.327402,0.1708185
04:16:00,1.315789,0.05614035
04:21:00,1.543796,0.1386861
04:26:00,1.557895,0.1859649
04:31:00,1.442105,0.09122807
04:36:00,1.543796,0.1824818
04:41:00,1.900356,0.2064057
04:46:00,1.756272,0.2007169
04:51:00,1.850365,0.1459854
04:56:00,1.740351,0.2105263
05:01:00,1.877193,0.1719298
05:06:00,1.894737,0.2070175
05:11:00,2.049123,0.4807017
05:16:00,2.326316,0.5438597
05:21:00,2.419708,0.5291971
05:26:00,2.94386,0.2526316
05:31:00,3.477193,0.4385965
05:36:00,4.045614,0.6175439
05:41:00,4.715789,0.7789474
05:46:00,5.312281,0.6736842
05:51:00,5.22807,0.7894737
05:56:00,5.540351,0.677193
06:01:00,5.802817,0.806338
06:06:00,6.219858,0.8368794
06:11:00,7.919014,1.126761
06:16:00,8.542253,1.366197
06:21:00,8.915129,1.372694
06:26:00,10.4911,1.679715
06:31:00,11.50178,2.017794
