time,intensidad,ocupacion
00:01:00,1.807018,0.2894737
00:06:00,1.457778,0.1333333
00:11:00,1.44,0.1288889
00:16:00,1.44,0.09333333
00:21:00,1.191111,0.06666667
00:26:00,1.088889,0.09333333
00:31:00,1.071111,0.16
00:36:00,1.142222,0.1422222
00:41:00,0.9777778,0.07111111
00:46:00,0.7866667,0.03111111
00:51:00,0.7466667,0.1022222
00:56:00,0.6577778,0.07111111
01:01:00,0.7022222,0.04888889
01:06:00,0.5866666,0.04
01:11:00,0.8177778,0.1244444
01:16:00,0.8888889,0.1422222
01:21:00,0.6977777,0.08888889
01:26:00,0.6088889,0.08444444
01:31:00,0.6844444,0.1022222
01:36:00,0.84,0.1288889
01:41:00,0.7155555,0.07111111
01:46:00,0.7377778,0.09777778
01:51:00,0.72,0.07111111
01:56:00,0.8444445,0.07111111
02:01:00,0.96,0.1155556
02:06:00,0.8666667,0.2
02:11:00,0.9466667,0.08
02:16:00,0.8,0.12
02:21:00,0.6488889,0.04888889
02:26:00,0.7288889,0.2622222
02:31:00,0.6222222,0.1377778
02:36:00,0.9955556,0.1022222
02:41:00,0.9022222,0.09333333
02:46:00,1.031111,0.1333333
02:51:00,0.8933333,0.05777778
02:56:00,0.7377778,0.12
03:01:00,0.5555556,0.09333333
03:06:00,0.5644444,0.1333333
03:11:00,0.9066667,0.1644444
03:16:00,0.7955555,0.1777778
03:21:00,0.6311111,0.12
03:26:00,0.6711111,0.2088889
03:31:00,0.7866667,0.1022222
03:36:00,0.7244444,0.1911111
03:41:00,0.72,0.03111111
03:46:00,0.6133333,0.05333333
03:51:00,0.8044444,0.1511111
03:56:00,0.7422222,0.1422222
04:01:00,1.0,0.1155556
04:06:00,0.76,1.626667
04:11:00,0.8488889,1.0
04:16:00,0.8488889,0.07555556
04:21:00,0.8488889,0.07555556
04:26:00,1.52,0.2577778
04:31:00,1.004444,0.08444444
04:36:00,1.306667,0.1155556
04:41:00,1.271111,0.1288889
04:46:00,1.24,0.2266667
04:51:00,1.351111,0.06222222
04:56:00,1.462222,0.1511111
05:01:00,1.324444,0.12
05:06:00,1.515556,0.1911111
05:11:00,1.786667,0.4266667
05:16:00,1.866667,0.6044444
05:21:00,2.222222,0.44
05:26:00,2.573333,0.48
05:31:00,2.924444,0.2444444
05:36:00,3.737778,0.3644444
05:41:00,4.431111,0.5911111
05:46:00,4.368889,0.5377778
05:51:00,5.062222,0.6
05:56:00,5.395555,0.9111111
06:01:00,5.767544,0.7982456
06:06:00,5.894737,0.8596491
06:11:00,7.411504,1.146018
06:16:00,7.590517,1.258621
06:21:00,8.849786,1.618026
06:26:00,9.932203,1.673729
06:31:00,10.78903,2.0
06:36:00,12.41177,2.60084
06:41:00,14.89076,3.294118
06:46:00,16.90756,3.315126
06:51:00,18.0042,3.647059
06:56:00,18.84874,3.487395
07:01:00,18.83193,4.058824
07:06:00,19.55462,3.819328
07:11:00,22.12185,4.436975
07:16:00,25.07143,5.201681
07:21:00,28.44958,6.058824
07:26:00,31.55462,7.609244
07:31:00,32.94191,8.460581
07:36:00,36.46312,9.184426
07:41:00,38.78688,10.2459
07:46:00,43.55328,10.57787
07:51:00,43.67647,10.5042
07:56:00,42.84836,11.31148
08:01:00,42.61066,11.21311
08:06:00,40.44262,11.42623
08:11:00,41.39419,11.53527
08:16:00,39.52941,11.67227
08:21:00,39.38655,11.88235
08:26:00,39.73529,11.81933
08:31:00,38.66807,11.90756
08:36:00,38.23109,12.2437
08:41:00,37.71429,12.84874
08:46:00,38.62185,13.41597
08:51:00,39.2563,13.82353
08:56:00,38.2479,12.84454
09:01:00,36.96638,12.07983
09:06:00,35.70588,11.88235
09:11:00,35.98319,12.57563
09:16:00,36.11345,12.27731
09:21:00,36.15546,11.05882
09:26:00,35.28992,10.69328
09:31:00,34.34874,9.554622
09:36:00,32.06303,9.487395
09:41:00,32.17227,9.285714
09:46:00,33.28151,9.218488
09:51:00,32.15966,9.382353
09:56:00,31.48739,9.260504
10:01:00,30.32353,9.361344
10:06:00,29.23529,8.94958
10:11:00,27.96218,8.462185
10:16:00,28.57983,8.231092
10:21:00,26.92437,8.046219
10:26:00,27.62605,8.352942
10:31:00,28.58403,8.369748
10:36:00,29.06302,8.689075
10:41:00,28.94118,8.411765
10:46:00,28.87395,8.710084
10:51:00,30.47863,8.628205
10:56:00,28.23529,7.899159
11:01:00,27.71008,7.483193
11:06:00,27.84034,7.731092
11:11:00,28.42017,7.920168
11:16:00,28.70168,8.495798
11:21:00,29.54622,8.159664
11:26:00,29.71849,8.273109
11:31:00,29.66807,8.386555
11:36:00,29.79412,7.617647
11:41:00,30.30672,8.042017
11:46:00,29.98319,8.184874
11:51:00,31.41102,8.834745
11:56:00,30.52119,8.305085
12:01:00,29.96552,7.806035
12:06:00,29.68803,7.931624
12:11:00,30.89407,8.809322
12:16:00,29.86752,8.350428
12:21:00,32.11111,8.807693
12:26:00,31.41026,9.525641
12:31:00,30.69068,8.792373
12:36:00,31.36864,8.56356
12:41:00,31.2735,9.025641
12:46:00,31.49576,8.838983
12:51:00,31.87931,8.370689
12:56:00,31.14286,8.962185
13:01:00,30.68067,8.777311
