time,intensidad,ocupacion
00:01:00,1.622642,0.2122642
00:06:00,1.481308,0.1869159
00:11:00,1.616822,0.1448598
00:16:00,1.35514,0.1495327
00:21:00,1.261682,0.2429907
00:26:00,1.088785,0.2056075
00:31:00,1.107477,0.1728972
00:36:00,0.8411215,0.1214953
00:41:00,0.8224299,0.07009346
00:46:00,1.023365,0.1308411
00:51:00,1.03271,0.09813084
00:56:00,1.0,0.09345794
01:01:00,0.9672897,0.08411215
01:06:00,0.7336448,0.07476635
01:11:00,0.8411215,0.1401869
01:16:00,0.9485981,0.1214953
01:21:00,0.9299065,0.08878504
01:26:00,0.6308411,0.1074766
01:31:00,0.7850468,0.08878504
01:36:00,0.7242991,0.05140187
01:41:00,0.8411215,0.1074766
01:46:00,0.8598131,0.09345794
01:51:00,0.7850468,0.07943925
01:56:00,0.8504673,0.08411215
02:01:00,0.7476636,0.1074766
02:06:00,0.7476636,0.07476635
02:11:00,0.8130841,0.1074766
02:16:00,0.6915888,0.06074766
02:21:00,0.8271028,0.07476635
02:26:00,0.8084112,0.05607476
02:31:00,0.8271028,0.07943925
02:36:00,0.4859813,0.03271028
02:41:00,0.5841122,0.2336449
02:46:00,0.6448598,0.08411215
02:51:00,0.7757009,0.135514
02:56:00,0.6635514,0.1869159
03:01:00,0.6915888,0.08878504
03:06:00,0.8785047,0.1074766
03:11:00,0.864486,0.1074766
03:16:00,0.864486,0.1074766
03:21:00,0.6168224,0.1028037
03:26:00,0.6869159,0.2242991
03:31:00,0.6121495,0.05140187
03:36:00,0.6261683,0.09813084
03:41:00,0.8551402,0.2242991
03:46:00,0.7196262,0.06074766
03:51:00,0.6775701,0.01401869
03:56:00,1.112149,0.4345794
04:01:00,1.205608,0.2523364
04:06:00,1.172897,0.1028037
04:11:00,0.9252337,0.07009346
04:16:00,0.9859813,0.07476635
04:21:00,1.065421,0.1401869
04:26:00,1.070094,0.08411215
04:31:00,1.238318,0.1214953
04:36:00,1.369159,0.1869159
04:41:00,1.640187,0.2476636
04:46:00,1.836449,0.228972
04:51:00,1.714953,0.1775701
04:56:00,1.663551,0.1588785
05:01:00,1.580952,0.1904762
05:06:00,1.533333,0.1904762
05:11:00,2.180952,0.3380952
05:16:00,1.795238,0.2904762
05:21:00,2.052381,0.3714286
05:26:00,2.67619,0.3619048
05:31:00,3.190476,0.4619048
05:36:00,3.828571,0.5904762
05:41:00,4.180953,0.5238096
05:46:00,4.880952,0.9047619
05:51:00,4.914286,0.6333333
05:56:00,5.333333,0.9761904
06:01:00,5.995327,0.8411215
06:06:00,5.869159,0.7850468
06:11:00,6.668224,1.126168
06:16:00,8.0,1.427907
06:21:00,9.386046,1.776744
06:26:00,10.23394,1.908257
06:31:00,11.27727,2.204545
06:36:00,12.52489,2.538461
06:41:00,15.02679,2.90625
06:46:00,17.2,3.497778
06:51:00,17.54667,3.457778
06:56:00,19.37947,4.084821
07:01:00,18.51786,3.665179
07:06:00,19.33482,3.767857
07:11:00,21.24,4.688889
07:16:00,23.51556,5.102222
07:21:00,26.79464,6.084821
07:26:00,28.46875,6.90625
07:31:00,30.67857,8.142858
07:36:00,33.25,9.196428
07:41:00,36.15625,10.19196
07:46:00,38.84821,11.70536
07:51:00,42.17857,12.41964
07:56:00,43.77232,12.76339
08:01:00,43.66518,12.39286
08:06:00,42.73661,11.93304
