time,intensidad,ocupacion
00:01:00,14.10662,2.683824
00:06:00,12.81919,3.350554
00:11:00,12.61993,2.077491
00:16:00,13.48709,2.073801
00:21:00,12.84502,2.066421
00:26:00,12.83764,2.00738
00:31:00,12.15498,1.822878
00:36:00,12.29151,2.044281
00:41:00,12.31365,2.077491
00:46:00,12.1845,2.118081
00:51:00,12.27675,1.815498
00:56:00,12.35424,1.730627
01:01:00,12.08856,1.756458
01:06:00,12.91882,1.97417
01:11:00,12.15867,1.797048
01:16:00,11.42804,1.675277
01:21:00,11.54613,1.892989
01:26:00,10.47602,1.575646
01:31:00,9.760148,1.439114
01:36:00,8.922509,1.166052
01:41:00,8.95572,1.298893
01:46:00,8.066421,0.9077491
01:51:00,7.826568,1.02583
01:56:00,7.354244,0.9225093
02:01:00,6.734317,1.247232
02:06:00,6.678967,0.7933579
02:11:00,6.726937,0.7712177
02:16:00,6.369004,0.7232472
02:21:00,6.419476,0.7902622
02:26:00,6.314607,0.6479401
02:31:00,5.913857,0.6254682
02:36:00,5.460674,0.6329588
02:41:00,4.996254,0.4794008
02:46:00,5.157303,0.6516854
02:51:00,4.483146,0.5280899
02:56:00,5.404494,0.5318352
03:01:00,4.387454,0.4649447
03:06:00,4.306273,0.4428044
03:11:00,4.667897,0.398524
03:16:00,4.140222,0.3357933
03:21:00,4.307116,0.3071161
03:26:00,4.093633,0.340824
03:31:00,3.891386,0.2696629
03:36:00,4.367041,0.411985
03:41:00,3.738007,0.3579336
03:46:00,3.793358,0.2878229
03:51:00,3.686347,0.2619926
03:56:00,3.693727,0.2619926
04:01:00,3.549815,0.2767528
04:06:00,3.413284,0.298893
04:11:00,3.583026,0.3099631
04:16:00,3.405904,0.2767528
04:21:00,3.538745,0.3505535
04:26:00,3.461255,0.3321033
04:31:00,3.339483,0.2324723
04:36:00,3.394834,0.2398524
04:41:00,3.712177,0.4206642
04:46:00,3.926199,0.4833948
04:51:00,3.383764,0.2435424
04:56:00,3.321033,0.2177122
05:01:00,3.217712,0.2656827
05:06:00,3.697417,0.3284133
05:11:00,3.852399,0.3321033
05:16:00,3.833948,0.3468635
05:21:00,4.084871,0.3247232
05:26:00,4.099631,0.3394834
05:31:00,4.549816,0.4649447
05:36:00,4.424354,0.3837638
05:41:00,4.833948,0.3800738
05:46:00,4.815498,0.3911439
05:51:00,4.774908,0.4464945
05:56:00,4.516605,0.4317343
06:01:00,4.738008,0.4391144
06:06:00,4.773234,0.4349442
06:11:00,5.118518,0.5074074
06:16:00,5.581481,0.6444445
06:21:00,5.581481,0.5777778
06:26:00,5.712177,0.6605166
06:31:00,6.341912,0.7573529
06:36:00,7.470588,0.9632353
06:41:00,7.709559,0.9522059
06:46:00,8.507353,1.397059
06:51:00,8.632353,1.4375
06:56:00,8.600733,1.29304
07:01:00,8.816176,1.794118
07:06:00,9.066176,2.165441
07:11:00,10.33088,3.352941
07:16:00,10.42804,3.00369
07:21:00,11.83395,3.387454
07:26:00,12.38768,3.652174
07:31:00,12.41155,3.841155
07:36:00,12.05396,3.460432
07:41:00,12.23636,2.683636
07:46:00,11.88727,2.454545
07:51:00,11.36861,2.29562
07:56:00,10.42279,2.477941
08:01:00,10.28782,2.571956
08:06:00,9.948339,2.505535
08:11:00,10.78677,2.746324
08:16:00,10.55882,2.191176
08:21:00,10.84927,2.264706
08:26:00,11.04029,2.175824
08:31:00,11.59341,2.267399
08:36:00,12.06273,2.369004
08:41:00,12.86347,2.848708
08:46:00,13.38519,2.72963
08:51:00,14.10409,3.063197
08:56:00,13.84502,3.291513
09:01:00,14.61481,3.625926
09:06:00,13.8893,3.564576
09:11:00,13.86397,3.297794
09:16:00,15.09559,3.779412
09:21:00,15.04412,3.952206
09:26:00,15.00738,4.059041
09:31:00,15.36029,4.713235
09:36:00,15.54779,7.029412
09:41:00,16.625,7.294117
09:46:00,16.5535,6.874539
09:51:00,17.00738,7.372694
09:56:00,17.38095,6.29304
10:01:00,17.63504,5.718978
10:06:00,17.73358,6.30292
10:11:00,16.93066,6.094891
10:16:00,17.89706,5.727941
10:21:00,18.91111,4.659259
10:26:00,18.375,4.257353
10:31:00,18.64964,4.434307
10:36:00,18.98175,4.594891
10:41:00,20.64964,4.69708
10:46:00,20.69455,6.167273
10:51:00,21.28,6.28
10:56:00,21.70545,5.48
11:01:00,20.22909,4.730909
11:06:00,21.53455,5.178182
11:11:00,22.27839,5.897436
11:16:00,21.85348,6.388278
11:21:00,22.28572,6.798535
11:26:00,22.97436,6.626374
11:31:00,23.26374,5.835165
11:36:00,24.21978,6.054945
11:41:00,24.54779,7.404412
