fecha,intensidad,ocupacion
2022-07-17 00:01:02.973,10.63406,1.884058
2022-07-17 00:06:03.100,11.49643,1.889286
2022-07-17 00:11:03.023,11.81786,1.946429
2022-07-17 00:16:03.073,11.68214,2.028571
2022-07-17 00:21:02.937,12.24286,1.864286
2022-07-17 00:26:03.037,12.30714,1.903571
2022-07-17 00:31:02.993,12.18214,1.767857
2022-07-17 00:36:02.947,11.94643,1.885714
2022-07-17 00:41:03.013,11.85357,1.878571
2022-07-17 00:46:03.590,11.275,1.517857
2022-07-17 00:51:02.900,10.96071,1.628571
2022-07-17 00:56:03.017,10.53571,1.55
2022-07-17 01:01:02.913,10.77143,1.521429
2022-07-17 01:06:03.153,10.35,1.414286
2022-07-17 01:11:03.087,9.592857,1.257143
2022-07-17 01:16:03.243,9.471429,1.678571
2022-07-17 01:21:02.953,8.946428,1.325
2022-07-17 01:26:03.097,8.275,1.057143
2022-07-17 01:31:02.827,7.939286,0.9857143
2022-07-17 01:36:03.140,7.585714,0.8607143
2022-07-17 01:41:02.940,7.271429,0.9071429
2022-07-17 01:46:03.083,7.028777,0.7266187
2022-07-17 01:51:02.920,6.514286,0.8142857
2022-07-17 01:56:03.107,6.528572,0.7857143
2022-07-17 02:01:03.007,6.146429,0.6785714
2022-07-17 02:06:03.043,6.210714,0.6428571
2022-07-17 02:11:03.100,5.875,0.6571429
2022-07-17 02:16:03.093,5.582143,0.6
2022-07-17 02:21:03.040,5.853571,0.575
2022-07-17 02:26:03.090,5.625,0.5607143
2022-07-17 02:31:02.930,5.260714,0.6071429
2022-07-17 02:36:03.160,5.207143,0.6214285
2022-07-17 02:41:02.927,4.9,0.4928571
2022-07-17 02:46:02.927,4.603571,0.6178572
2022-07-17 02:51:02.970,4.846428,0.4821429
2022-07-17 02:56:03.137,4.296429,0.4392857
2022-07-17 03:01:02.943,4.285714,0.4642857
2022-07-17 03:06:03.070,3.992857,0.4
2022-07-17 03:11:02.983,4.257143,0.3571429
2022-07-17 03:16:03.060,4.289286,0.3785714
2022-07-17 03:21:02.970,4.378572,0.3535714
2022-07-17 03:26:03.100,4.157143,0.3535714
2022-07-17 03:31:02.903,4.389286,0.4785714
2022-07-17 03:36:03.040,4.289286,0.4321429
2022-07-17 03:41:02.993,4.414286,0.4428571
2022-07-17 03:46:03.060,4.310714,0.4214286
2022-07-17 03:51:02.930,3.771429,0.2964286
2022-07-17 03:56:03.083,3.964286,0.4
2022-07-17 04:01:02.973,4.078571,0.6214285
2022-07-17 04:06:02.960,3.828571,0.3285714
2022-07-17 04:11:02.913,3.657143,0.3535714
2022-07-17 04:16:03.213,3.578571,0.4357143
2022-07-17 04:21:02.970,2.917857,0.3428572
2022-07-17 04:26:03.043,3.017857,0.1857143
2022-07-17 04:31:03.020,3.503572,0.2714286
2022-07-17 04:36:03.210,3.164286,0.475
2022-07-17 04:41:02.910,2.871428,0.4535714
2022-07-17 04:46:03.100,3.214286,0.55
2022-07-17 04:51:02.960,3.039286,0.4392857
2022-07-17 04:56:03.147,2.828571,0.3357143
2022-07-17 05:01:02.953,2.71223,0.5323741
2022-07-17 05:06:03.173,2.896429,0.4964286
2022-07-17 05:11:02.950,2.75,0.1857143
2022-07-17 05:16:03.150,3.010714,0.2678571
2022-07-17 05:21:02.917,3.153571,0.2535714
2022-07-17 05:26:03.040,3.382143,0.2892857
2022-07-17 05:31:02.930,3.485714,0.4
2022-07-17 05:36:03.303,3.260714,0.35
2022-07-17 05:41:02.973,3.510714,0.2928571
2022-07-17 05:46:03.153,3.653571,0.3035714
2022-07-17 05:51:02.920,3.557143,0.2642857
2022-07-17 05:56:03.353,3.485714,0.3035714
2022-07-17 06:01:02.873,3.596429,0.2892857
2022-07-17 06:06:03.200,3.351254,0.2939068
2022-07-17 06:11:02.973,3.223022,0.2194245
2022-07-17 06:16:03.057,3.67148,0.2454874
2022-07-17 06:21:02.957,3.771739,0.3949275
2022-07-17 06:26:03.033,3.843636,0.3418182
2022-07-17 06:31:02.943,4.047273,0.36
2022-07-17 06:36:03.040,4.414546,0.4145454
2022-07-17 06:41:03.000,4.505455,0.4290909
2022-07-17 06:46:03.103,4.594891,0.4343066
2022-07-17 06:51:02.940,4.638989,0.4512635
2022-07-17 06:56:03.217,4.48913,0.5072464
2022-07-17 07:01:02.983,4.3213,0.5451264
2022-07-17 07:06:03.083,3.774194,0.5985663
2022-07-17 07:11:03.000,4.388489,0.6294964
2022-07-17 07:16:03.020,5.282609,0.9239131
2022-07-17 07:21:02.933,5.164875,2.007169
2022-07-17 07:26:03.077,5.523466,2.039711
2022-07-17 07:31:02.927,5.700361,2.162455
2022-07-17 07:36:03.263,6.118705,3.446043
2022-07-17 07:41:02.873,5.942857,3.371428
2022-07-17 07:46:03.193,5.732143,3.639286
2022-07-17 07:51:02.923,5.84058,1.894928
2022-07-17 07:56:03.030,5.576087,2.307971
2022-07-17 08:01:02.907,5.138686,2.452555
2022-07-17 08:06:03.187,5.391304,3.213768
2022-07-17 08:11:02.977,6.069091,2.338182
2022-07-17 08:16:03.077,6.282609,2.518116
2022-07-17 08:21:02.983,6.336957,1.619565
2022-07-17 08:26:03.150,6.472727,2.669091
2022-07-17 08:31:02.977,6.094545,2.694546
2022-07-17 08:36:03.133,6.418182,2.76
2022-07-17 08:41:02.910,7.281022,2.770073
2022-07-17 08:46:03.373,7.721014,3.449275
2022-07-17 08:51:03.027,8.062044,2.817518
2022-07-17 08:56:03.063,7.981752,2.20438
2022-07-17 09:01:02.900,7.305455,2.392727
2022-07-17 09:06:03.310,7.378182,2.581818
2022-07-17 09:11:02.943,7.952727,2.48
2022-07-17 09:16:03.143,8,2.178182
2022-07-17 09:21:02.943,8.46909,1.832727
2022-07-17 09:26:03.247,8.210909,1.723636
2022-07-17 09:31:02.937,8.186813,1.842491
2022-07-17 09:36:03.600,8.384058,3.26087
2022-07-17 09:41:02.890,7.94964,5.251799
2022-07-17 09:46:03.043,8.859713,4.766187
2022-07-17 09:51:02.993,9.248201,4.517986
2022-07-17 09:56:03.223,9.255396,5.154676
2022-07-17 10:01:02.930,9.27957,4.702509
2022-07-17 10:06:03.157,9.694546,3.294545
2022-07-17 10:11:02.907,9.206522,3.01087
2022-07-17 10:16:03.280,9.94465,2.346864
2022-07-17 10:21:03.223,10.34671,2.686131
2022-07-17 10:26:03.047,10.48746,2.200717
2022-07-17 10:31:02.887,10.81362,2.308244
2022-07-17 10:36:03.160,10.76702,2.426523
2022-07-17 10:41:02.920,11.16547,2.528777
2022-07-17 10:46:03.100,11.73022,2.611511
2022-07-17 10:51:02.890,11.94643,2.682143
2022-07-17 10:56:03.223,12.06738,2.691489
2022-07-17 11:01:03.017,12.121,2.622776
2022-07-17 11:06:03.190,12.73666,2.839858
2022-07-17 11:11:02.920,12.95406,3.318021
2022-07-17 11:16:03.190,12.76596,3.368794
2022-07-17 11:21:02.963,12.84507,3.669014
2022-07-17 11:26:03.127,13.92933,3.113074
2022-07-17 11:31:02.900,13.52128,2.911348
2022-07-17 11:36:02.917,14.1831,3.112676
2022-07-17 11:41:02.907,13.92606,3.253521
2022-07-17 11:46:03.570,14.30742,2.964664
2022-07-17 11:51:02.923,14.6295,3.571942
2022-07-17 11:56:03.110,14.70758,3.317689
2022-07-17 12:01:02.907,15.1187,3.079137
2022-07-17 12:06:03.170,14.78648,3.327402
2022-07-17 12:11:02.973,14.98208,3.448029
2022-07-17 12:16:03.010,14.69643,3.842857
2022-07-17 12:21:02.910,15.5914,4.462366
2022-07-17 12:26:03.097,15.33333,4.136201
2022-07-17 12:31:02.963,15.15714,4.064286
2022-07-17 12:36:03.247,15.45552,4.088968
2022-07-17 12:41:02.917,15.39146,4.231317
2022-07-17 12:46:03.117,15.27536,3.637681
