fecha,intensidad,ocupacion
2022-09-28 00:01:41.953,9.061905,1.961905
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
2022-09-28 08:00:35.200,43.29801,13.37417
2022-09-28 08:01:37.310,43.29801,13.37417
2022-09-28 08:06:35.913,41.65017,12.48845
2022-09-28 08:11:37.200,41.11842,12.91118
2022-09-28 08:16:31.993,41.68421,12.91776
2022-09-28 08:21:35.620,39.62951,12.9082
2022-09-28 08:26:33.290,40.13072,12.45752
2022-09-28 08:31:34.893,39.06536,12.0817
2022-09-28 08:36:31.520,37.48693,13.74837
2022-09-28 08:41:37.443,38.1732,14.08497
2022-09-28 08:46:32.760,37.92763,14.50658
2022-09-28 08:51:35.027,38.54575,14.25817
2022-09-28 08:56:32.557,37.87909,16.12091
2022-09-28 09:01:37.173,35.73355,14.60526
2022-09-28 09:06:34.233,34.39869,13.86275
2022-09-28 09:11:38.290,34.19472,14.0033
2022-09-28 09:16:34.093,34.92691,14.20598
2022-09-28 09:21:36.810,34.1495,13.61794
2022-09-28 09:26:32.627,32.26578,14.34552
2022-09-28 09:31:39.327,31.63455,14.11628
2022-09-28 09:36:32.293,30.33113,14.47682
2022-09-28 09:41:38.560,31.11371,13.1806
2022-09-28 09:46:34.110,31.5302,11.84899
2022-09-28 09:51:41.370,30.85571,11.60738
2022-09-28 09:56:33.943,30.60201,12.37793
2022-09-28 10:01:37.280,28.18605,12.42525
2022-09-28 10:06:33.080,28.89037,11.78073
2022-09-28 10:11:39.120,26.76744,11.4186
2022-09-28 10:16:33.170,27.37248,10.2047
2022-09-28 10:21:40.013,28.32673,10.32013
2022-09-28 10:26:32.717,27.74257,9.310231
2022-09-28 10:31:41.160,29.1495,9.803987
2022-09-28 10:36:32.910,28.84333,8.076667
2022-09-28 10:41:40.627,28.39604,8.231023
2022-09-28 10:46:33.407,28.19079,8.503289
2022-09-28 10:51:38.913,30.03618,9
2022-09-28 10:56:32.220,30.52303,9.634869
2022-09-28 11:01:41.320,28.41447,8.651316
2022-09-28 11:06:32.393,29.32895,8.092105
2022-09-28 11:11:42.967,29.87829,9.154605
2022-09-28 11:16:34.863,28.875,8.730263
2022-09-28 11:21:40.113,30.18874,9.559603
2022-09-28 11:26:32.257,30.20861,9.122517
2022-09-28 11:31:38.553,29.701,8.800665
2022-09-28 11:36:32.610,30.00984,9.459017
2022-09-28 11:41:42.450,30.45902,10.06229
2022-09-28 11:46:33.410,30.54426,9.809836
2022-09-28 11:51:43.523,30.28525,10.04262
2022-09-28 11:56:33.580,30.23279,9.409836
2022-09-28 12:01:44.783,28.97705,9.029509
2022-09-28 12:06:35.013,30.78033,9.504918
2022-09-28 12:11:44.350,30.39216,9.071896
2022-09-28 12:16:36.397,29.33987,9.166667
2022-09-28 12:21:44.293,29.97386,9.202615
2022-09-28 12:26:34.067,30.67647,8.813725
2022-09-28 12:31:44.900,30.10784,8.124183
2022-09-28 12:36:33.460,30.38033,8.534427
2022-09-28 12:41:43.823,31.68771,8.82392
2022-09-28 12:46:33.857,31.31438,8.772575
2022-09-28 12:51:43.830,30.66887,8.36755
2022-09-28 12:56:34.267,30.75667,8.623333
2022-09-28 13:01:45.863,30.22848,8.360928
2022-09-28 13:06:33.520,30.98684,8.450658
2022-09-28 13:11:46.393,31.98684,8.967105
2022-09-28 13:16:33.843,32.375,8.796053
2022-09-28 13:21:48.283,32.12829,8.746711
2022-09-28 13:26:35.413,32.68092,9.125
2022-09-28 13:31:46.860,32.15789,8.315789
2022-09-28 13:36:36.740,32.18667,8.82
2022-09-28 13:41:46.120,33.92434,9.805921
2022-09-28 13:46:36.110,35.34539,10.45395
2022-09-28 13:51:46.717,34.96382,10.22368
2022-09-28 13:56:35.573,34.61513,10.60855
2022-09-28 14:01:46.603,33.58224,10.08882
2022-09-28 14:06:36.460,34.25987,9.674342
2022-09-28 14:11:49.823,39.33559,11.07458
2022-09-28 14:16:35.253,40.62583,13.20861
2022-09-28 14:21:52.143,40.4902,13.66993
2022-09-28 14:26:40.017,40.60458,12.98366
2022-09-28 14:31:51.997,38.07566,12.7171
2022-09-28 14:36:33.880,38.83987,11.79412
2022-09-28 14:41:49.843,40.59477,12.95425
2022-09-28 14:46:38.667,41.53268,14.04902
2022-09-28 14:51:51.577,40.65359,13.88889
2022-09-28 14:56:36.757,41.60458,14.09804
2022-09-28 15:01:50.427,39.8366,13.53268
2022-09-28 15:06:36.333,38.89542,12.04902
2022-09-28 15:11:48.077,41.44444,13.51634
2022-09-28 15:16:35.930,42.27778,13.96732
2022-09-28 15:21:49.157,40.09804,13.29412
2022-09-28 15:26:33.467,40.52288,13.05882
2022-09-28 15:31:50.093,37.78104,12.79085
2022-09-28 15:36:31.913,35.05556,10.84967
2022-09-28 15:41:48.230,36.12418,10.29085
2022-09-28 15:46:31.410,33.93464,10.28758
2022-09-28 15:51:49.757,32.50327,9.539216
2022-09-28 15:56:35.037,30.95425,8.666667
2022-09-28 16:01:49.130,29.53595,8.336601
2022-09-28 16:06:34.037,27.43137,7.591503
2022-09-28 16:11:52.397,27.91176,8.029411
2022-09-28 16:16:31.730,28.28758,7.977124
2022-09-28 16:21:54.110,28.79739,8.202615
2022-09-28 16:26:32.030,27.64052,8.859477
2022-09-28 16:31:57.567,28.11111,8.411765
2022-09-28 16:36:32.160,28.16994,8.248366
2022-09-28 16:41:52.333,28.82026,8.313725
2022-09-28 16:46:34.377,30.27124,8.637255
2022-09-28 16:51:56.267,29.76144,9.287581
2022-09-28 16:56:35.703,30.22549,10.34641
2022-09-28 17:01:56.740,29.84641,10.37908
2022-09-28 17:06:35.280,28.76471,10.59477
2022-09-28 17:11:56.643,30.0817,9.787581
2022-09-28 17:16:37.050,31.06863,10.59477
2022-09-28 17:21:59.087,31.23529,10.77451
2022-09-28 17:26:40.120,32.04575,9.69281
2022-09-28 17:32:04.673,32.21711,11.70724
2022-09-28 17:36:46.040,31.76144,11.45752
2022-09-28 17:42:02.183,31.87255,11.19608
2022-09-28 17:46:43.640,32.97712,10.6634
2022-09-28 17:52:08.623,32.88889,10.60131
2022-09-28 17:56:46.360,32.09477,10.48366
2022-09-28 18:02:09.903,32.85621,10.86928
2022-09-28 18:02:09.903,nan,nan
2022-09-28 18:06:43.820,31.68954,10.88562
2022-09-28 18:12:11.870,32.52941,11.2549
2022-09-28 18:16:51.057,34.29739,11.1634
2022-09-28 18:22:14.830,35.71711,11.08224
2022-09-28 18:26:52.877,36.59211,13.37829
2022-09-28 18:32:18.897,35.04605,12.10197
2022-09-28 18:36:51.980,33.97386,11.38889
2022-09-28 18:42:10.680,34.13072,11.54575
2022-09-28 18:46:58.157,34.1732,11.38889
2022-09-28 18:52:20.123,35.4085,10.98366
2022-09-28 18:56:58.270,33.2549,10.71569
2022-09-28 19:02:26.310,33.03922,10.38562
2022-09-28 19:07:03.930,31.74183,9.75817
2022-09-28 19:02:26.310,nan,nan
2022-09-28 19:12:25.153,31.42623,10.4
2022-09-28 19:16:57.707,32.68525,11.11475
2022-09-28 19:22:27.977,33.6732,11.02614
2022-09-28 19:27:07.927,33.55592,10.26645
2022-09-28 19:32:29.573,32.23203,10.94444
2022-09-28 19:37:08.447,31.13399,12.6732
2022-09-28 19:42:20.543,31.24183,12.72222
2022-09-28 19:47:10.977,31.73856,11.61438
2022-09-28 19:52:30.050,32.69281,12.3366
2022-09-28 19:57:12.673,30.88816,12.6546
2022-09-28 20:02:43.450,31.18627,11.84314
2022-09-28 20:02:43.450,nan,nan
2022-09-28 20:07:42.863,32.46382,11.43421
2022-09-28 20:12:39.510,33.25987,9.769737
2022-09-28 20:17:44.530,33.72697,10.80592
2022-09-28 20:22:44.833,34.25,10.88816
2022-09-28 20:27:40.380,34.30921,10.02303
2022-09-28 20:32:46.277,33.61513,9.434211
