fecha,intensidad,ocupacion
2022-06-11 00:01:02.800,13.97826,3.644928
2022-06-11 00:06:03.567,13.95699,2.344086
2022-06-11 00:11:02.717,13.53405,2.071685
2022-06-11 00:16:03.510,13.6595,2.121864
2022-06-11 00:21:02.713,13.20072,1.985663
2022-06-11 00:26:03.427,13.10753,2.154122
2022-06-11 00:31:02.830,13.60932,2.315412
2022-06-11 00:36:03.377,13.87455,2.25448
2022-06-11 00:41:03.000,13.92473,2.369176
2022-06-11 00:46:03.480,13.38351,1.942652
2022-06-11 00:51:02.747,13,1.921147
2022-06-11 00:56:03.467,13.08961,2.16129
2022-06-11 01:01:02.793,12.55556,2.014337
2022-06-11 01:06:03.410,12.16846,2.344086
2022-06-11 01:11:02.750,10.95699,1.781362
2022-06-11 01:16:03.413,10.1147,1.548387
2022-06-11 01:21:02.827,10.06093,1.340502
2022-06-11 01:26:03.537,9.874552,1.724014
2022-06-11 01:31:02.730,9.086021,1.55914
2022-06-11 01:36:03.510,9.150537,1.763441
2022-06-11 01:41:02.753,8.394265,1.243728
2022-06-11 01:46:03.557,8.28,1.352727
2022-06-11 01:51:02.743,7.916364,1.12
2022-06-11 01:56:03.233,7.294546,1.250909
2022-06-11 02:01:02.783,6.869091,1.156364
2022-06-11 02:06:03.393,6.854546,0.9890909
2022-06-11 02:11:02.840,6.912727,0.8036364
2022-06-11 02:16:03.353,6.724014,0.8673835
2022-06-11 02:21:02.920,6.810036,1.050179
2022-06-11 02:26:03.400,6.62724,0.8781362
2022-06-11 02:31:02.900,5.97491,0.7132617
2022-06-11 02:36:03.310,5.690909,0.5309091
2022-06-11 02:41:02.740,6.08,0.6763636
2022-06-11 02:46:03.317,6.312727,0.88
2022-06-11 02:51:02.893,6.078853,0.6989247
2022-06-11 02:56:03.413,6.157706,0.749104
2022-06-11 03:01:02.863,5.842294,0.6523297
2022-06-11 03:06:03.530,5.200717,1.491039
2022-06-11 03:11:02.810,5.422939,0.6164874
2022-06-11 03:16:03.513,4.887273,0.4181818
2022-06-11 03:21:02.830,4.661818,0.3818182
2022-06-11 03:26:03.680,4.469534,0.437276
2022-06-11 03:31:02.740,4.544803,0.4408602
2022-06-11 03:36:03.403,4.584229,0.6129032
2022-06-11 03:41:02.777,4.673835,0.4157706
2022-06-11 03:46:03.487,4.082437,0.3405018
2022-06-11 03:51:02.740,3.777778,0.3548387
2022-06-11 03:56:03.420,3.78853,0.344086
2022-06-11 04:01:02.873,3.759857,0.3620072
2022-06-11 04:06:03.560,3.860215,0.3405018
2022-06-11 04:11:02.787,3.964158,0.3727598
2022-06-11 04:16:03.267,3.702509,0.2616487
2022-06-11 04:21:02.797,3.426523,0.3691756
2022-06-11 04:26:03.383,3.964158,0.3835126
2022-06-11 04:31:02.773,3.437276,0.3727598
2022-06-11 04:36:03.420,3.60215,0.2759857
2022-06-11 04:41:02.707,3.888889,0.3261649
2022-06-11 04:46:03.703,3.659498,0.5555556
2022-06-11 04:51:02.690,3.494624,0.2867384
2022-06-11 04:56:03.480,3.616488,0.4050179
2022-06-11 05:01:02.743,3.688172,0.4767025
2022-06-11 05:06:03.477,3.810036,0.2688172
2022-06-11 05:11:02.817,4.017921,0.5197133
2022-06-11 05:16:03.533,3.863799,0.3369175
2022-06-11 05:21:02.793,4.164875,0.469534
2022-06-11 05:26:03.390,4.272401,0.3655914
2022-06-11 05:31:02.783,4.21147,0.5519713
2022-06-11 05:36:03.453,4.132617,0.4265233
2022-06-11 05:41:02.783,4.630825,0.4014337
2022-06-11 05:46:03.553,4.476703,0.3763441
2022-06-11 05:51:02.770,4.340502,0.3978495
2022-06-11 05:56:03.583,4.412186,0.4301075
2022-06-11 06:01:02.710,4.541667,0.3715278
2022-06-11 06:06:03.480,4.444445,0.4731183
2022-06-11 06:11:02.750,4.895471,0.4494773
2022-06-11 06:16:03.493,5.318996,0.5806451
2022-06-11 06:21:02.803,5.562937,0.6013986
2022-06-11 06:26:03.400,5.403636,0.5927272
2022-06-11 06:31:02.733,6.155477,0.7561837
2022-06-11 06:36:03.420,6.284671,1.00365
2022-06-11 06:41:02.703,6.932624,0.8156028
2022-06-11 06:46:03.540,6.832117,0.890511
2022-06-11 06:51:02.777,7.202127,0.9893617
2022-06-11 06:56:03.960,6.718978,1.20073
2022-06-11 07:01:02.857,6.68662,1.18662
2022-06-11 07:06:03.300,6.596364,1.167273
2022-06-11 07:11:02.790,7.349823,1.4947
2022-06-11 07:16:03.480,7.185454,2.327273
2022-06-11 07:21:02.773,7.739437,3.25
2022-06-11 07:26:03.477,7.901818,3.818182
2022-06-11 07:31:03.010,8.300353,3.964664
2022-06-11 07:36:03.553,8.613139,3.693431
2022-06-11 07:41:02.820,9.275619,4.077738
2022-06-11 07:46:03.557,9.959259,3.148148
2022-06-11 07:51:02.733,10,2.964158
2022-06-11 07:56:03.390,9.906367,2.614232
2022-06-11 08:01:02.767,9.217391,3.246377
2022-06-11 08:06:03.370,9.453531,3.765799
2022-06-11 08:11:02.773,10.64516,3.512545
2022-06-11 08:16:03.510,10.99634,3.59707
