fecha,intensidad,ocupacion
2021-03-09 00:01:16.673,1.337719,0.122807
2021-03-09 00:06:15.770,1.333333,0.0877193
2021-03-09 00:11:14.483,1.52193,0.2149123
2021-03-09 00:16:16.060,1.118421,0.1535088
2021-03-09 00:21:11.090,0.991228,0.09210526
2021-03-09 00:26:11.867,0.9780702,0.03947368
2021-03-09 00:31:10.740,0.9166667,0.03508772
2021-03-09 00:36:11.017,0.6973684,0.1403509
2021-03-09 00:41:10.747,0.6447368,0.2807018
2021-03-09 00:46:12.420,0.7061403,0.05263158
2021-03-09 00:51:11.237,0.8859649,0.05263158
2021-03-09 00:56:11.377,0.6359649,0.01315789
2021-03-09 01:01:10.733,0.6096491,0.01754386
2021-03-09 01:06:12.097,0.5131579,0.05263158
2021-03-09 01:11:10.737,0.5131579,0.0745614
2021-03-09 01:16:11.803,0.5350877,0.01754386
2021-03-09 01:21:10.673,0.4736842,0.06578948
2021-03-09 01:26:11.767,0.5701754,0.01315789
2021-03-09 01:31:10.463,0.5482456,0.02192982
2021-03-09 01:36:11.697,0.5219298,0.02192982
2021-03-09 01:41:10.787,0.5657895,0.07894737
2021-03-09 01:46:12.037,0.5307018,0.02192982
2021-03-09 01:51:10.733,0.5745614,0.09210526
2021-03-09 01:56:11.693,0.5175439,0.1140351
2021-03-09 02:01:11.530,0.4912281,0.08333334
2021-03-09 02:06:11.380,0.4912281,0.03070175
2021-03-09 02:11:11.330,0.495614,0.02631579
2021-03-09 02:16:11.267,0.5307018,0.07894737
2021-03-09 02:21:10.987,0.7098214,0.1741071
2021-03-09 02:26:12.040,0.5669643,0.04464286
2021-03-09 02:31:11.260,0.8377193,0.1491228
2021-03-09 02:36:11.697,0.8421053,0.1184211
2021-03-09 02:41:11.097,0.7938597,0.1973684
2021-03-09 02:46:11.263,0.8684211,0.1184211
2021-03-09 02:51:10.890,0.7894737,0.05263158
2021-03-09 02:56:11.730,0.7105263,0.05263158
2021-03-09 03:01:11.023,0.8508772,0.131579
2021-03-09 03:06:12.033,0.6885965,0.08333334
2021-03-09 03:11:11.067,0.75,0.1491228
2021-03-09 03:16:11.590,0.6798246,0.07017544
2021-03-09 03:21:11.100,0.8333333,0.1447368
2021-03-09 03:26:11.730,0.9780702,0.1096491
2021-03-09 03:31:10.980,0.7631579,0.0877193
2021-03-09 03:36:11.640,1.04386,0.1535088
2021-03-09 03:41:11.023,1.013158,0.2324561
2021-03-09 03:46:11.950,1.131579,0.1535088
2021-03-09 03:51:11.027,1.004386,0.1491228
2021-03-09 03:56:11.790,0.877193,0.1622807
2021-03-09 04:01:11.133,0.9473684,0.1798246
2021-03-09 04:06:11.770,1.142857,0.1383929
2021-03-09 04:11:11.223,0.9241071,0.09375
2021-03-09 04:16:11.870,0.78125,0.05803571
2021-03-09 04:21:11.040,1.026786,0.15625
2021-03-09 04:26:11.867,0.8214286,0.15625
2021-03-09 04:31:11.267,0.6875,0.01785714
2021-03-09 04:36:12.097,1.026786,0.07589286
2021-03-09 04:41:11.220,1.058036,0.06696428
2021-03-09 04:46:11.720,1.165179,0.07142857
2021-03-09 04:51:11.307,1.379464,0.1339286
2021-03-09 04:56:11.887,1.553571,0.1160714
2021-03-09 05:01:11.380,1.633929,0.1696429
2021-03-09 05:06:11.910,1.584821,0.1741071
2021-03-09 05:11:11.540,1.616071,0.1607143
2021-03-09 05:16:11.940,2.049107,0.2321429
2021-03-09 05:21:11.273,2.325893,0.3616071
2021-03-09 05:26:11.643,2.910714,0.2946429
2021-03-09 05:31:11.297,3.285714,0.4642857
2021-03-09 05:36:12.130,3.486607,0.53125
2021-03-09 05:41:11.417,4.495536,0.7410714
2021-03-09 05:46:11.650,4.964286,0.9241071
2021-03-09 05:51:11.403,4.745614,0.6798246
2021-03-09 05:56:12.197,5.186666,0.72
2021-03-09 06:01:11.677,5.800866,0.7619048
2021-03-09 06:06:11.963,5.553648,0.9527897
2021-03-09 06:11:11.523,7.377682,1.27897
2021-03-09 06:16:11.850,8.419492,1.300847
2021-03-09 06:21:11.490,8.707627,1.529661
2021-03-09 06:26:11.750,10.06695,1.665272
2021-03-09 06:31:11.460,10.78243,1.912134
2021-03-09 06:36:12.000,12.14523,2.244813
2021-03-09 06:41:11.593,15.19917,3.074689
2021-03-09 06:46:11.830,16.62656,3.107884
2021-03-09 06:51:11.670,18.09544,3.580913
2021-03-09 06:56:11.533,19.71369,3.763485
2021-03-09 07:01:11.657,19.29461,3.887967
2021-03-09 07:06:12.487,19.6805,3.809129
2021-03-09 07:11:11.870,22.39834,4.506224
2021-03-09 07:16:11.713,26.07054,5.564315
2021-03-09 07:21:11.477,28.361,6.381743
2021-03-09 07:26:11.460,31.24896,7.659751
2021-03-09 07:31:11.547,33.37344,9.095436
2021-03-09 07:36:11.630,36.04979,10.29876
2021-03-09 07:41:11.717,39.19917,11.94191
2021-03-09 07:46:11.733,43.48548,12.64315
2021-03-09 07:51:11.507,43.92946,12.49793
2021-03-09 07:56:11.877,44.45228,13.16598
2021-03-09 08:01:11.653,42.6888,11.92116
2021-03-09 08:06:11.827,41.58091,12.29461
2021-03-09 08:11:11.853,42.12033,12.35685
2021-03-09 08:16:11.780,40.02075,11.72199
2021-03-09 08:21:11.590,40.41494,12.17012
2021-03-09 08:26:11.770,39.02075,11.72614
2021-03-09 08:31:11.577,38.87967,11.11203
2021-03-09 08:36:11.793,39.01245,11.60996
2021-03-09 08:41:11.803,39.46473,11.54772
2021-03-09 08:46:11.580,40.69295,11.27801
2021-03-09 08:51:11.647,40.17842,11.87552
2021-03-09 08:56:11.927,37.62241,10.48548
2021-03-09 09:01:11.747,37.13278,9.526971
2021-03-09 09:06:11.787,35.91701,8.817428
2021-03-09 09:11:11.760,35.65145,9.029046
2021-03-09 09:16:11.567,37.38589,9.701244
2021-03-09 09:21:11.657,35.51452,9.037344
2021-03-09 09:26:11.467,34.02905,8.041493
2021-03-09 09:31:11.607,31.58921,7.634855
2021-03-09 09:36:12.137,31.38589,7.966805
2021-03-09 09:41:11.573,30.54357,7.539419
2021-03-09 09:46:12.137,30.21162,7.917012
2021-03-09 09:51:11.607,31.361,7.435685
2021-03-09 09:56:11.937,29.06639,7.087137
2021-03-09 10:01:11.970,28.43154,6.921162
2021-03-09 10:06:11.847,28.52282,7
2021-03-09 10:11:11.560,26.66805,6.79668
2021-03-09 10:16:11.907,27.36514,6.912863
2021-03-09 10:21:11.783,27.89212,6.73444
2021-03-09 10:26:12.180,27.07884,6.290456
2021-03-09 10:31:11.710,27.74274,6.921162
2021-03-09 10:36:11.823,27.55187,6.755187
2021-03-09 10:41:11.557,27.59751,6.912863
2021-03-09 10:46:11.563,27.61411,6.929461
2021-03-09 10:51:12.100,28.28631,6.688797
2021-03-09 10:56:12.020,27.84232,6.680498
2021-03-09 11:01:12.210,27.52282,6.518672
2021-03-09 11:06:12.003,28.22822,6.904564
2021-03-09 11:11:11.977,28.09958,6.792531
2021-03-09 11:16:12.097,27.44813,6.618257
2021-03-09 11:21:11.620,29.3029,7.327801
2021-03-09 11:26:11.943,28.16183,7.759336
2021-03-09 11:31:11.543,28.65145,7.771784
2021-03-09 11:36:12.150,28.24896,7.062241
2021-03-09 11:41:11.590,28.87552,7.813278
2021-03-09 11:46:12.173,28.83402,7.589211
2021-03-09 11:51:11.623,28.84232,6.987552
2021-03-09 11:56:11.700,30.84232,7.26971
2021-03-09 12:01:11.600,29.06639,7.058091
2021-03-09 12:06:11.830,29.15353,7.327801
2021-03-09 12:11:11.923,30.12863,7.261411
2021-03-09 12:16:11.673,28.70954,7.340249
2021-03-09 12:21:11.430,29.9668,8.211618
2021-03-09 12:26:11.580,29.98755,7.697095
2021-03-09 12:31:11.760,29.00415,7.605809
2021-03-09 12:36:12.263,29.79668,7.153527
2021-03-09 12:41:11.517,30.04149,7.352697
2021-03-09 12:46:11.947,29.88797,7.248963
2021-03-09 12:51:11.823,30.41079,7.369295
2021-03-09 12:56:11.723,30.58921,7.410789
2021-03-09 13:01:11.363,29.76348,7.3361
2021-03-09 13:06:11.690,29.19917,7.128631
2021-03-09 13:11:11.763,30.87552,7.593361
2021-03-09 13:16:11.980,30.46888,7.360996
2021-03-09 13:21:11.440,31.04149,7.630705
2021-03-09 13:26:11.847,31.49378,7.746888
2021-03-09 13:31:11.527,31.64315,7.539419
2021-03-09 13:36:11.980,31.43154,7.804979
2021-03-09 13:41:12.223,33.59336,8.385892
2021-03-09 13:46:11.853,34.61826,8.526971
2021-03-09 13:51:11.553,33.56432,8.410789
2021-03-09 13:56:12.063,33.22821,8.605809
2021-03-09 14:01:11.633,34.3195,8.585062
2021-03-09 14:06:12.343,34.81743,8.439834
2021-03-09 14:11:11.700,41.39834,10.68465
2021-03-09 14:16:12.107,43.97095,12.65145
2021-03-09 14:21:11.273,43.66805,12.74274
2021-03-09 14:26:12.143,44.27801,11.6473
2021-03-09 14:31:11.467,41.17427,11.67635
2021-03-09 14:36:11.767,40.47718,11.67635
2021-03-09 14:41:11.510,42.36515,11.72199
2021-03-09 14:46:12.027,42.06224,11.77593
2021-03-09 14:51:11.177,42.09544,12.05809
2021-03-09 14:56:12.210,40.24481,11.18257
2021-03-09 15:01:11.857,39.60996,10.64315
2021-03-09 15:06:11.960,39.16597,10.12033
2021-03-09 15:11:11.523,39.51037,10.13278
2021-03-09 15:16:12.200,41.82158,10.88382
2021-03-09 15:21:11.430,39.15353,10.03734
2021-03-09 15:26:11.803,37.65145,9.286307
2021-03-09 15:31:10.910,36.26141,8.742739
2021-03-09 15:36:11.967,33.04979,7.721992
2021-03-09 15:41:11.100,33.18672,8.116182
2021-03-09 15:46:12.083,32.81328,7.647303
2021-03-09 15:51:11.283,32.80498,7.568465
2021-03-09 15:56:12.107,31.59751,7.352697
2021-03-09 16:01:11.347,29.6473,6.917012
2021-03-09 16:06:12.137,29.91286,6.759336
2021-03-09 16:11:11.547,29.44398,6.79668
2021-03-09 16:16:12.263,29.63486,7.232365
2021-03-09 16:21:11.050,29.76348,7.240664
2021-03-09 16:26:12.000,28.09129,6.79668
2021-03-09 16:31:11.140,29.15353,7.087137
2021-03-09 16:36:12.123,28.78838,6.481328
2021-03-09 16:41:11.120,29.15768,6.995851
2021-03-09 16:46:11.803,31.05809,7.19917
2021-03-09 16:51:11.140,32.16183,7.643154
2021-03-09 16:56:11.963,30.6473,7.394191
2021-03-09 17:01:11.543,30.19748,6.600841
2021-03-09 17:06:12.090,29.3278,6.692946
2021-03-09 17:11:11.210,29.27386,6.842324
2021-03-09 17:16:12.157,30.41494,7.157676
2021-03-09 17:21:10.947,31.97095,8.091287
2021-03-09 17:26:12.287,29.60166,7.423236
2021-03-09 17:31:10.660,28.96266,8.124481
2021-03-09 17:36:11.923,29.15768,7.394191
2021-03-09 17:41:10.967,29.42324,7.609959
2021-03-09 17:46:12.140,30.75519,7.419087
2021-03-09 17:51:10.830,30.74274,7.6639
2021-03-09 17:56:11.870,29.9668,7.506224
2021-03-09 18:01:10.903,28.6971,7.103734
2021-03-09 18:06:11.743,29.32365,7.008299
2021-03-09 18:11:11.093,31.33195,8.244813
2021-03-09 18:16:12.010,31.90042,7.900415
2021-03-09 18:21:10.900,32.28631,8.365146
2021-03-09 18:26:12.017,32.20747,8.518672
2021-03-09 18:31:10.647,29.88797,8.082988
2021-03-09 18:36:12.177,29.6805,7.170125
2021-03-09 18:41:10.693,29.44398,6.784232
2021-03-09 18:46:11.847,29.6971,7.016598
2021-03-09 18:51:10.570,30.47303,7.016598
2021-03-09 18:56:12.103,28.3029,7.082988
2021-03-09 19:01:10.630,26.57261,7.414938
2021-03-09 19:06:12.080,26.73029,7.062241
2021-03-09 19:11:10.747,29.9917,7.377594
2021-03-09 19:16:12.250,29.85062,6.925311
2021-03-09 19:21:10.537,29.95021,6.846473
2021-03-09 19:26:12.030,30.47303,7.128631
2021-03-09 19:31:10.753,27.74689,6.145228
2021-03-09 19:36:11.990,27.66805,6.410789
2021-03-09 19:41:10.633,28.58921,6.315353
2021-03-09 19:46:12.030,27.62656,5.958506
2021-03-09 19:51:10.473,28.60581,6.564315
2021-03-09 19:56:12.033,28.80498,6.26971
2021-03-09 20:01:10.413,26.31535,5.46473
2021-03-09 20:06:12.053,26.84232,5.502075
2021-03-09 20:11:10.813,28.3112,5.755187
2021-03-09 20:16:12.480,29.57261,6.141079
2021-03-09 20:21:10.483,29.44813,6.13693
2021-03-09 20:26:12.043,28.72614,5.651452
2021-03-09 20:31:10.593,25.6805,5.053942
2021-03-09 20:36:12.350,25.18257,4.659751
2021-03-09 20:41:10.683,25.07884,5.13693
2021-03-09 20:46:12.377,23.92116,4.647303
2021-03-09 20:51:10.630,23.25311,4.240664
2021-03-09 20:56:12.183,22.08714,4.053942
2021-03-09 21:01:10.647,21.3361,3.896266
2021-03-09 21:06:12.160,19.85892,3.522822
2021-03-09 21:11:10.990,21.43154,3.804979
2021-03-09 21:16:12.097,21.53527,4.029046
2021-03-09 21:21:10.460,19.85477,3.564315
2021-03-09 21:26:12.470,19.63486,3.622407
2021-03-09 21:31:10.600,18.59751,3.448133
2021-03-09 21:36:12.130,17.10788,3.165975
2021-03-09 21:41:10.590,18.09958,3.290457
2021-03-09 21:46:12.043,17.88382,3.39834
2021-03-09 21:51:10.520,16.82158,2.975104
2021-03-09 21:56:12.360,16.07884,3.053942
2021-03-09 22:01:10.743,12.85043,2.213675
2021-03-09 22:06:12.110,11.40664,1.892116
2021-03-09 22:11:10.960,10.83817,1.73029
2021-03-09 22:16:12.457,9.128631,1.381743
2021-03-09 22:21:10.533,7.709544,1.049793
2021-03-09 22:26:12.387,6.26556,1.141079
2021-03-09 22:31:10.747,5.543569,0.7344398
2021-03-09 22:36:12.237,4.879167,0.6166667
2021-03-09 22:41:10.823,4.066667,0.4583333
2021-03-09 22:46:12.263,4.316667,0.6208333
2021-03-09 22:51:10.663,3.514768,0.4936709
2021-03-09 22:56:12.433,3.084746,0.25
2021-03-09 23:01:11.140,3.128205,0.4529915
2021-03-09 23:06:12.827,3.323404,0.3404255
2021-03-09 23:11:10.770,3.740426,0.3531915
2021-03-09 23:16:12.697,3.294872,0.3076923
2021-03-09 23:21:10.620,2.841202,0.3433476
2021-03-09 23:26:12.353,2.609442,0.2446352
2021-03-09 23:31:10.397,2.218884,0.3433476
2021-03-09 23:36:12.530,2.094017,0.2350427
2021-03-09 23:41:10.860,2.042918,0.360515
2021-03-09 23:46:12.547,2.121739,0.2956522
2021-03-09 23:51:10.457,1.877729,0.2969432
2021-03-09 23:56:12.467,1.864035,0.1798246
